d2 r1 r2
0.058499999999999996 1.9055 1.8825
0.16889999999999997 2.1555 2.0735
0.1203 2.0324999999999998 1.8715
0.17129999999999998 1.8175000000000001 1.9915
0.18389999999999998 1.9195 1.9845
0.1281 1.9815 1.9175
0.0759 1.8575 1.9115
0.1803 2.2584999999999997 1.8235000000000001
0.1623 1.8295000000000001 1.9315
0.14909999999999998 1.8995 1.9995
0.1587 2.1765 2.0164999999999997
0.0363 1.9955 2.0795
0.1383 1.9725 2.0915
0.1401 2.0515 2.1045
0.1545 1.9595 1.9825
0.1359 1.8195000000000001 1.8875
0.1023 1.9395 2.0305
0.0939 2.2485 1.9905
0.1089 1.8325 1.9295
0.11309999999999999 1.9245 1.9275
0.051300000000000005 2.1895 2.1405
0.1377 2.1734999999999998 2.1065
0.054299999999999994 2.2645 2.0155
0.1119 1.8795 1.9715
0.0813 1.9155 1.9625
0.12269999999999999 1.9855 2.0045
0.15209999999999999 2.1294999999999997 1.8445
0.1515 2.1835 1.9125
0.17429999999999998 2.2285 1.8885
0.1311 2.2075 2.0465
0.0771 1.9715 1.9344999999999999
0.09029999999999999 2.0305 2.1454999999999997
0.11549999999999999 2.1975 1.9264999999999999
0.11009999999999999 2.0145 2.0945
0.017699999999999997 2.1405 2.0355
0.0891 2.0055 1.9835
0.0321 2.0665 1.9395
0.0693 1.9935 2.0385
0.1365 2.2535 1.9495
0.0141 1.9675 1.9224999999999999
0.1737 2.2794999999999996 1.9255
0.0009 2.0005 1.8735
0.1167 2.1515 1.8475
0.0351 2.0425 2.0375
0.0567 2.2954999999999997 2.0845
0.0669 2.0604999999999998 2.0084999999999997
0.035699999999999996 2.0115 1.8515
0.1095 2.2144999999999997 2.0975
0.0393 2.0595 1.8025
0.0963 2.0375 2.0404999999999998
0.07529999999999999 2.0265 1.8695
0.1065 2.0875 1.8915
0.0663 2.0415 1.9485
0.1407 2.2855 1.8955
0.0507 2.1425 2.0665
0.0165 2.2394999999999996 2.0255
0.0183 2.0675 1.8545
0.0717 2.2175 2.0955
0.1185 2.0885 2.0364999999999998
0.1479 2.2864999999999998 1.8075
0.10709999999999999 2.1454999999999997 2.0175
0.0987 2.0725 1.9595
0.042899999999999994 2.2035 2.0575
0.0555 2.0785 1.8565
0.0381 2.1365 1.8645
0.1113 2.2824999999999998 1.8225
0.08489999999999999 2.1174999999999997 1.8495
0.0657 2.1704999999999997 1.8375000000000001
0.0291 2.1864999999999997 1.9795
0.0117 2.1725 1.9184999999999999
0.026099999999999998 2.2965 2.0475
0.1215 2.2344999999999997 1.8765
0.1179 2.1385 1.9575
0.011099999999999999 2.1774999999999998 1.8485
0.0687 2.2064999999999997 2.0115
0.045899999999999996 2.1214999999999997 1.9775
0.08070000000000001 2.1275 1.9535
0.0675 2.1565 1.9025
0.0573 2.2895 1.8045
0.0207 2.2975 1.9855
0.0747 2.1955 1.9505
0.0435 2.2304999999999997 1.9415
0.0051 2.2275 1.9475
0.015299999999999998 2.2834999999999996 1.9245
0.08969999999999999 2.2005 1.8755
0.0819 2.2445 1.8325
0.021299999999999996 2.2205 1.8055
0.0447 2.2474999999999996 1.8465
0.0147 2.2815 1.8605
0.0003 2.2994999999999997 1.8005
