7138,633 1,0882354
7139,113 1,080731
7139,593 1,0733197
7140,073 1,0649487
7140,553 1,0586675
7141,033 1,0508978
7141,513 1,0474439
7141,993 1,0450583
7142,473 1,0455855
7142,953 1,0450665
7143,433 1,0490503
7143,913 1,0536733
7144,393 1,0558854
7144,873 1,0584716
7145,353 1,0579212
7145,833 1,0589172
7146,323 1,0536959
7146,803 1,0512545
7147,283 1,0432927
7147,763 1,0365624
7148,243 1,0265214
7148,723 1,0126678
7149,203 0,99995718
7149,693 0,98739415
7150,173 0,97581569
7150,653 0,96458505
7151,133 0,95709473
7151,613 0,9498044
7152,093 0,94345454
7152,583 0,93868931
7153,063 0,93292169
7153,543 0,92998671
7154,023 0,92396862
7154,503 0,92062142
7154,993 0,91857912
7155,473 0,91417114
7155,953 0,90850674
7156,433 0,90493168
7156,923 0,89943067
7157,403 0,89595631
7157,883 0,89166097
7158,373 0,8889194
7158,853 0,88719806
7159,333 0,88499707
7159,813 0,88489083
7160,303 0,88384683
7160,783 0,88440052
7161,263 0,8857353
7161,753 0,88721475
7162,233 0,8872494
7162,713 0,89285148
7163,203 0,89271288
7163,683 0,89517505
7164,163 0,89768636
7164,653 0,89852993
7165,133 0,9005626
7165,623 0,90441912
7166,103 0,90753552
7166,583 0,91210497
7167,073 0,91379849
7167,553 0,91802609
7168,043 0,92032527
7168,523 0,9247264
7169,003 0,92927066
7169,493 0,93536377
7169,973 0,94198538
7170,463 0,94704251
7170,943 0,95264001
7171,433 0,95720243
7171,913 0,96147609
7172,403 0,96723282
7172,883 0,9718183
7173,373 0,97792839
7173,853 0,98491874
7174,343 0,98842275
7174,823 0,99377728
7175,313 0,99559326
7175,793 1,000148
7176,283 1,0037425
7176,763 1,010096
7177,253 1,0119263
7177,733 1,0168878
7178,223 1,0195164
7178,703 1,0246408
7179,193 1,0286519
7179,683 1,0366832
7180,163 1,0392219
7180,653 1,0425006
7181,133 1,0473042
7181,623 1,0496545
7182,113 1,0533449
7182,593 1,0587429
7183,083 1,058759
7183,563 1,0562885
7184,053 1,0587096
7184,543 1,0609803
7185,023 1,0632774
7185,513 1,0604228
7186,003 1,0584598
7186,483 1,0585986
7186,973 1,0596862
7187,463 1,0586121
7187,953 1,0554426
7188,433 1,055382
7188,923 1,0528052
7189,413 1,0512532
7189,893 1,0507907
7190,383 1,0516706
7190,873 1,0496478
7191,363 1,0462191
7191,843 1,0492697
7192,333 1,0459563
7192,823 1,0456156
7193,313 1,0411468
7193,793 1,0386102
7194,773 1,0349431
7196,603 1,0257717
7198,433 1,0162832
7200,393 1,0052774
7202,223 0,99831933
7204,183 0,98520422
7206,133 0,9782244
7208,093 0,97430741
7210,053 0,97384866
7212,143 0,97403024
7214,103 0,97977833
7216,183 0,98532773
7218,273 0,99084134
7220,363 0,9988017
7222,453 1,006026
7224,543 1,0141329
7226,633 1,0198808
7228,853 1,021895
7231,073 1,021903
7233,293 1,0167534
7235,513 1,0126459
7237,733 1,0052027
7240,083 0,99411995
7242,313 0,98241389
7244,663 0,97335191
7247,013 0,96322517
7249,363 0,96189534
7251,723 0,96826899
7254,073 0,97590855
7256,563 0,98521385
7258,923 0,99689395
7261,403 1,0071778
7263,893 1,0176321
7266,383 1,0252491
7268,873 1,0316936
7271,493 1,0327075
7273,993 1,0345243
7276,613 1,0341354
7279,233 1,0323085
7281,863 1,0307717
7284,493 1,0293048
7287,113 1,022231
7289,873 1,0154066
7292,513 1,0078636
7295,273 1,0013139
7298,033 0,99657853
7300,803 0,99331266
7303,563 0,99193577
7306,333 0,9898759
7309,233 0,98670355
7312,133 0,9854256
7314,913 0,9885351
7317,823 0,99243176
7320,723 0,99757822
7323,633 1,0030237
7326,673 1,0094337
7329,593 1,0132195
7332,633 1,0171831
7335,683 1,0134662
7338,733 1,0120593
7341,783 1,0069219
7344,843 1,0047355
7347,893 1,0001908
7351,083 0,99667298
7354,143 0,99540939
7357,343 0,99649549
7360,533 0,99613194
7363,733 0,99719465
7366,943 0,99804937
7370,143 0,99987041
7373,483 1,0022303
7376,693 1,0030368
7380,033 1,001611
7383,383 1,0015854
7386,723 1,0023039
7390,083 1,0022725
7393,433 1,0024326
7396,923 1,0047005
7400,283 1,0046388
7403,773 1,0041527
7407,273 1,0040742
7410,773 1,0021506
7414,283 1,0007604
7417,793 0,99878191
7421,303 0,99961735
7424,943 0,99731011
7428,463 0,9974822
7432,113 0,99564728
7435,773 0,99677125
7439,433 0,99572506
7443,093 0,9965352
7446,763 0,99969764
7450,563 0,99918002
7454,243 1,001631
7458,053 1,003858
7461,863 1,002345
7465,683 1,0004464
7469,503 0,99859619
7473,333 0,99807347
7477,163 0,99900935
7480,993 1,0013189
7484,963 1,000775
7488,813 1,0002894
7492,793 0,99900267
7496,773 0,9985364
7500,763 0,99944372
7504,753 1,0006902
7508,753 1,0010534
7512,883 1,0005958
7516,893 1,0009781
7521,043 1,0005774
7525,183 1,0008208
7529,203 1,0015151
7533,363 1,0013058
7537,663 1,0012523
7541,833 1,001092
7546,003 1,0003244
7550,183 0,99956751
7554,503 0,99756525
7558,823 0,99819781
7563,013 0,99765217
7567,353 0,99710918
7571,683 0,9992666
7576,163 0,99922687
7580,513 0,99856845
7584,873 0,99938871
7589,363 0,99882186
7593,733 0,99971274
7598,233 1,0006249
7602,743 1,0018517
7607,263 1,0025981
7611,783 1,0013121
7616,313 1,0010649
7620,853 1,0011165
7625,393 0,99942102
7630,073 0,99944626
7634,623 0,99823367
7639,313 0,9984425
7644,013 0,99809107
7648,723 0,99770309
7653,433 0,99754439
7658,153 0,99884256
7662,883 0,99886893
7667,613 0,9999503
7672,493 1,000167
7677,233 1,0011478
7682,123 1,0003036
7687,013 1,0015481
7691,773 1,000837
7696,683 1,0014616
7701,603 1,0015439
7706,523 1,0003645
7711,593 0,99987511
7716,523 1,0002439
7721,463 1,0002653
7726,553 1,0002311
7731,653 0,99999837
7736,613 0,99948974
7741,723 0,99942597
7746,843 1,0001718
7751,963 0,99981831
7757,093 1,0000484
7762,233 1,0005144
7767,523 1,0007863
7772,673 1,0007059
7777,973 1,0005044
7783,143 0,99968657
7788,453 1,0003982
7793,783 0,99998688
7798,973 1,0001074
7804,313 1,0008905
7809,653 1,0015669
7815,013 1,0014162
7820,523 1,0008068
7825,893 1,0003312
7831,263 1,0002589
7836,803 1,0007518
7842,193 1,0002518
7847,743 1,0000978
7853,293 0,99948454
7858,863 0,99988427
7864,433 0,99916877
7870,013 0,9994516
7875,593 0,99955259
7881,193 0,99933904
7886,803 0,99922854
7892,413 1,0006192
7898,183 0,99911654
7903,813 0,99921647
7909,593 0,99936353
