nearCentralRingShift nearSideRingsShift nearSideRingsTurn remoteCentralRingShift remoteSideRingsShiftAdd remoteSideRingsTurn
-0.04299999999999998 -0.201 -18.029 0.42700000000000005 0.647 4.489000000000001
0.11099999999999999 -0.04899999999999999 -19.811 -0.09300000000000003 0.897 0.43900000000000006
0.43500000000000005 0.06699999999999995 -10.037 0.251 0.187 -11.062999999999999
-0.243 -0.277 -11.279 0.28900000000000003 0.987 -18.353
0.361 0.027000000000000024 -1.343 0.387 0.369 2.0589999999999975
0.049000000000000044 0.29300000000000004 -15.652999999999999 0.369 0.725 -17.489
0.14500000000000002 0.31699999999999995 -18.461 -0.271 0.913 -0.6410000000000018
0.401 0.41100000000000003 4.489000000000001 -0.265 0.197 5.245000000000001
-0.255 0.493 -10.631 0.16100000000000003 0.863 -15.329
-0.463 0.28500000000000003 -14.195 0.235 0.447 -17.273
-0.189 -0.33899999999999997 -11.387 0.469 0.769 -7.498999999999999
0.07899999999999996 -0.07700000000000001 -8.201 0.04700000000000004 0.011 -5.879
-0.03699999999999998 -0.355 -16.301 -0.235 0.857 2.4909999999999997
-0.059 -0.08300000000000002 3.1389999999999993 0.247 0.115 -13.655000000000001
0.473 -0.20900000000000002 -11.171 0.239 0.057 1.3569999999999993
-0.33699999999999997 0.365 -10.847 0.22099999999999997 0.747 5.407
0.15700000000000003 -0.11099999999999999 4.759 0.371 0.351 -19.433
-0.317 -0.16299999999999998 -12.035 -0.16299999999999998 0.171 -8.687000000000001
0.42100000000000004 0.23299999999999998 -7.4449999999999985 -0.415 0.073 -2.1529999999999987
-0.08900000000000002 -0.349 -18.191 0.11099999999999999 0.313 6.216999999999999
0.05900000000000005 -0.14300000000000002 -0.5330000000000013 0.07099999999999995 0.211 2.1129999999999995
0.07299999999999995 -0.245 -14.951 0.127 0.949 -1.7749999999999986
0.399 -0.427 6.486999999999998 -0.319 0.029 -18.245
-0.391 0.273 6.7570000000000014 -0.135 0.199 0.22299999999999898
0.42500000000000004 -0.393 1.950999999999997 0.32299999999999995 0.261 -4.799000000000001
0.14700000000000002 0.43500000000000005 -17.003 0.41100000000000003 0.393 -8.741
0.10299999999999998 -0.391 -0.6410000000000018 0.487 0.135 -3.0710000000000015
-0.437 0.07899999999999996 2.599 0.391 0.087 4.219000000000001
-0.401 -0.10899999999999999 -8.039 -0.425 0.859 2.8149999999999977
-0.07500000000000001 0.481 -6.202999999999999 0.42100000000000004 0.195 -5.933
-0.14700000000000002 0.17900000000000005 -4.151000000000002 -0.471 0.977 -8.579
-0.23299999999999998 -0.483 -5.879 0.21299999999999997 0.207 -11.549
0.20299999999999996 -0.271 3.625 -0.41300000000000003 0.943 3.463000000000001
0.28700000000000003 -0.255 2.9770000000000003 -0.22699999999999998 0.255 -15.869
-0.477 -0.241 -14.789 -0.307 0.501 -17.705
0.491 0.30900000000000005 -14.411000000000001 0.19699999999999995 0.067 6.433
0.371 -0.297 -5.770999999999999 -0.33099999999999996 0.855 -9.821
0.489 0.241 -15.545 -0.259 0.203 -11.711
0.20099999999999996 -0.261 -18.569 -0.03699999999999998 0.985 -16.139
0.22099999999999997 -0.491 -4.421000000000001 -0.15300000000000002 0.301 -7.121
0.16500000000000004 -0.439 1.681000000000001 0.025000000000000022 0.297 4.920999999999999
0.479 0.469 -2.4229999999999983 0.45899999999999996 0.347 1.681000000000001
0.43899999999999995 -0.257 -4.475000000000001 -0.121 0.031 0.7089999999999996
0.31699999999999995 -0.323 -2.908999999999999 -0.463 0.563 -19.487
0.255 0.19499999999999995 -17.435 -0.443 0.317 -15.815000000000001
0.16300000000000003 -0.21300000000000002 3.841000000000001 0.277 0.525 0.8710000000000022
-0.137 0.489 -16.733 0.345 0.191 -11.819
-0.405 0.403 -17.326999999999998 -0.383 0.921 -10.685
-0.395 -0.309 -13.709 -0.05099999999999999 0.551 -11.009
0.08099999999999996 0.375 -16.139 -0.405 0.881 -18.137
-0.069 -0.013000000000000012 4.273 0.137 0.427 -0.7490000000000023
0.42900000000000005 -0.056999999999999995 -11.819 -0.387 0.899 -2.3149999999999977
0.15500000000000003 0.399 6.864999999999998 -0.403 0.013 -6.959
0.381 0.10099999999999998 -7.121 -0.269 0.939 -19.379
-0.21700000000000003 -0.069 -5.446999999999999 -0.303 0.125 -15.004999999999999
0.45899999999999996 -0.473 2.4909999999999997 0.32499999999999996 0.343 -13.979
0.0010000000000000009 0.14900000000000002 5.245000000000001 0.019000000000000017 0.645 -10.901
-0.345 0.485 -0.6950000000000003 0.34299999999999997 0.137 -7.175000000000001
-0.483 0.21499999999999997 -12.736999999999998 0.041000000000000036 0.505 -1.450999999999997
-0.443 0.11299999999999999 3.5169999999999995 0.09099999999999997 0.491 -12.844999999999999
-0.044999999999999984 0.34099999999999997 -16.409 0.393 0.591 -1.0730000000000004
0.33499999999999996 0.491 0.7630000000000017 0.061000000000000054 0.083 -10.523
-0.046999999999999986 -0.253 -16.517 0.32099999999999995 0.129 -2.747
0.19499999999999995 -0.381 -15.815000000000001 -0.08500000000000002 0.165 -16.463
-0.313 -0.243 -0.5869999999999997 0.123 0.337 -5.987
0.31499999999999995 0.19899999999999995 -19.541 0.395 0.133 -17.435
0.33699999999999997 -0.135 4.975000000000001 -0.375 0.169 -5.014999999999999
0.45099999999999996 0.127 -9.334999999999999 0.45099999999999996 0.709 -19.325
-0.245 0.029000000000000026 -14.303 0.131 0.161 3.625
-0.199 -0.10499999999999998 -19.757 0.493 0.715 -10.738999999999999
0.261 -0.369 4.867000000000001 0.16700000000000004 0.015 -12.251000000000001
-0.08500000000000002 -0.02100000000000002 -10.469000000000001 -0.08100000000000002 0.691 5.352999999999998
-0.327 -0.249 -16.895 -0.381 0.601 -9.983
0.007000000000000006 -0.357 3.5710000000000015 -0.40700000000000003 0.217 -4.205000000000002
0.21299999999999997 0.269 -15.004999999999999 -0.08700000000000002 0.721 4.273
0.02300000000000002 -0.127 -19.433 0.29900000000000004 0.385 -18.731
-0.393 0.18700000000000006 -18.731 -0.245 0.915 -1.504999999999999
-0.21300000000000002 0.013000000000000012 -12.197000000000001 -0.363 0.815 -8.957
0.03500000000000003 0.44299999999999995 -2.585000000000001 -0.423 0.807 -7.552999999999999
0.44299999999999995 0.277 -4.259 -0.419 0.971 2.004999999999999
-0.359 -0.14700000000000002 -1.7749999999999986 -0.279 0.081 6.000999999999998
0.06699999999999995 0.15300000000000002 1.7890000000000015 0.19099999999999995 0.117 -2.4770000000000003
-0.09699999999999998 -0.179 6.324999999999999 0.07299999999999995 0.679 -19.055
0.17700000000000005 0.347 -1.721 -0.361 0.289 5.730999999999998
0.237 0.125 -6.473000000000001 0.30100000000000005 0.131 -0.9110000000000014
0.28900000000000003 -0.41100000000000003 -16.463 -0.301 0.523 -14.681000000000001
0.123 -0.123 6.811 0.22699999999999998 0.893 -16.679000000000002
0.349 -0.203 2.1129999999999995 0.15700000000000003 0.027 -3.8810000000000002
-0.471 -0.28900000000000003 -6.365 0.11699999999999999 0.423 2.2749999999999986
0.22499999999999998 -0.20700000000000002 -0.15500000000000114 0.121 0.251 -10.037
-0.349 -0.433 -11.549 -0.281 0.003 -12.035
0.06899999999999995 -0.303 -5.6629999999999985 0.22299999999999998 0.739 6.811
-0.013000000000000012 0.479 -14.465 -0.397 0.159 3.1389999999999993
0.30700000000000005 -0.16899999999999998 -18.299 0.497 0.109 -1.181000000000001
-0.239 0.02100000000000002 -14.141 -0.34299999999999997 0.437 -12.197000000000001
0.04300000000000004 0.135 -13.870999999999999 0.03700000000000003 0.867 -3.3949999999999996
0.21099999999999997 0.06299999999999994 5.568999999999999 0.491 0.103 -15.977
0.351 -0.34299999999999997 -8.525 -0.09499999999999997 0.531 -9.389
0.405 0.499 -8.417 -0.20900000000000002 0.801 4.975000000000001
-0.11299999999999999 -0.313 -9.713 -0.451 0.433 -19.595
-0.269 0.395 -8.633000000000001 0.01100000000000001 0.465 6.864999999999998
0.121 0.15100000000000002 5.352999999999998 0.46099999999999997 0.655 -1.343
0.41100000000000003 0.019000000000000017 -19.055 0.40900000000000003 0.481 -4.906999999999998
-0.273 0.16100000000000003 -0.20899999999999963 0.18899999999999995 0.049 -10.253
0.18300000000000005 -0.0050000000000000044 -15.221 0.22499999999999998 0.065 -19.811
0.46299999999999997 -0.05299999999999999 -15.707 0.349 0.793 -6.094999999999999
0.19099999999999995 -0.16099999999999998 -3.9350000000000023 -0.399 0.153 -13.061
0.44499999999999995 -0.279 3.408999999999999 0.007000000000000006 0.961 5.1910000000000025
0.015000000000000013 0.30500000000000005 -11.927 -0.455 0.933 4.111000000000001
0.07499999999999996 0.495 -16.841 0.08099999999999996 0.213 -19.865
-0.16899999999999998 -0.05099999999999999 -17.057 0.41700000000000004 0.307 2.9770000000000003
0.051000000000000045 0.21099999999999997 -9.389 -0.305 0.233 3.8949999999999996
0.383 -0.387 -1.450999999999997 0.07899999999999996 0.515 -15.059000000000001
0.253 0.367 6.108999999999998 -0.489 0.833 -15.923
0.19299999999999995 -0.395 0.6550000000000011 -0.11299999999999999 0.923 1.1410000000000018
0.375 -0.02300000000000002 -11.441 -0.355 0.353 -13.817
-0.41300000000000003 0.22899999999999998 -10.901 -0.01100000000000001 0.077 -18.083
-0.497 -0.17099999999999999 -18.515 -0.025000000000000022 0.101 -19.109
0.475 -0.361 6.541 0.17500000000000004 0.585 4.705000000000002
-0.447 0.43700000000000006 -15.869 -0.14300000000000002 0.097 -12.143
0.369 0.44099999999999995 2.6529999999999987 -0.459 0.773 -1.9909999999999997
-0.05299999999999999 -0.459 5.1370000000000005 0.21699999999999997 0.445 6.163
0.11499999999999999 0.10699999999999998 -5.933 0.255 0.517 4.867000000000001
-0.495 -0.265 0.49299999999999855 -0.059 0.907 -9.875
0.393 0.14300000000000002 -5.177 -0.327 0.123 -15.545
-0.385 0.039000000000000035 -10.199 -0.17099999999999999 0.991 -0.9649999999999999
0.20699999999999996 -0.33699999999999997 -3.2330000000000005 0.477 0.429 -6.526999999999999
-0.07100000000000001 -0.389 -4.205000000000002 0.41300000000000003 0.975 5.029
0.469 -0.07900000000000001 -9.173 0.18100000000000005 0.341 5.4609999999999985
-0.22099999999999997 0.18300000000000005 2.4369999999999976 -0.473 0.661 0.9789999999999992
-0.14900000000000002 0.43100000000000005 -3.719000000000001 0.373 0.799 5.838999999999999
-0.017000000000000015 0.133 1.4110000000000014 0.43300000000000005 0.425 4.327000000000002
0.11299999999999999 0.473 6.702999999999999 -0.07700000000000001 0.547 6.594999999999999
0.09899999999999998 0.29700000000000004 2.0589999999999975 0.32699999999999996 0.965 3.3009999999999984
-0.353 0.03300000000000003 -19.973 0.33499999999999996 0.925 -14.411000000000001
0.34299999999999997 -0.351 -16.625 0.29100000000000004 0.579 0.16900000000000048
0.18899999999999995 -0.195 -18.677 -0.441 0.439 6.702999999999999
-0.20700000000000002 -0.327 -10.577 0.18500000000000005 0.249 0.38500000000000156
-0.127 -0.185 -18.839 -0.437 0.869 -3.9350000000000023
0.481 0.32499999999999996 -12.466999999999999 0.32899999999999996 0.509 -13.925
0.34099999999999997 0.383 -13.277000000000001 0.249 0.451 1.950999999999997
0.41700000000000004 0.267 -0.7490000000000023 -0.483 0.621 -8.255
0.259 -0.09300000000000003 -8.849 0.475 0.835 -5.392999999999999
0.487 0.257 -9.227 -0.313 0.455 -9.929
-0.175 0.40700000000000003 -13.385 0.20899999999999996 0.457 -8.093
-0.421 0.385 -10.523 -0.22499999999999998 0.395 -17.057
-0.251 0.249 -4.691000000000001 0.355 0.053 4.057000000000002
-0.309 0.41500000000000004 5.1910000000000025 0.34099999999999997 0.201 -0.10099999999999909
0.365 0.33099999999999996 -12.413 -0.0030000000000000027 0.175 -16.031
-0.253 0.487 2.221 -0.469 0.519 -2.044999999999998
0.15900000000000003 -0.499 -6.797000000000001 -0.429 0.763 -17.111
0.18700000000000006 -0.495 5.029 0.16500000000000004 0.477 -5.609
-0.319 0.369 -3.7729999999999997 0.10699999999999998 0.309 -16.301
0.29900000000000004 -0.435 -8.309 -0.019000000000000017 0.677 2.221
-0.32899999999999996 0.18100000000000005 -18.947 -0.09899999999999998 0.105 -7.3370000000000015
-0.427 0.32699999999999996 -0.8030000000000008 -0.371 0.951 -15.707
0.265 0.32099999999999995 2.2749999999999986 -0.491 0.411 -2.6389999999999993
-0.14100000000000001 -0.437 -9.767 0.139 0.989 4.164999999999999
0.15100000000000002 -0.40700000000000003 6.9190000000000005 0.06699999999999995 0.663 3.841000000000001
-0.415 0.15700000000000003 2.166999999999998 0.405 0.741 -7.930999999999999
-0.05099999999999999 0.345 0.6009999999999991 -0.33699999999999997 0.941 -0.4250000000000007
0.395 -0.177 -2.963000000000001 -0.385 0.205 4.003
-0.417 0.41900000000000004 -4.745000000000001 0.06899999999999995 0.827 -10.145
-0.265 -0.269 0.8170000000000002 -0.21100000000000002 0.999 -16.517
0.41300000000000003 -0.489 -19.703 0.14900000000000002 0.149 1.5730000000000004
-0.01100000000000001 0.379 -17.921 0.05300000000000005 0.837 -8.795
0.18100000000000005 -0.09899999999999998 -11.225 0.0010000000000000009 0.669 -8.147
0.373 0.33899999999999997 0.06099999999999994 0.44099999999999995 0.043 -13.115
0.05300000000000005 -0.419 -9.983 0.259 0.761 -4.313000000000001
-0.187 0.14100000000000001 -4.043000000000001 0.33299999999999996 0.701 -15.113
0.355 -0.03899999999999998 6.594999999999999 0.133 0.657 -17.326999999999998
-0.21899999999999997 -0.33499999999999996 -1.8290000000000006 -0.457 0.403 -12.359000000000002
0.0030000000000000027 0.0010000000000000009 3.3550000000000004 0.46699999999999997 0.321 -7.984999999999999
0.22299999999999998 -0.445 -19.163 0.027000000000000024 0.489 -19.163
-0.423 0.05300000000000005 -3.0169999999999995 0.09899999999999998 0.023 4.759
0.46499999999999997 0.271 -13.222999999999999 -0.044999999999999984 0.627 -19.919
0.263 -0.311 -1.8829999999999991 0.499 0.919 -3.6110000000000007
0.23299999999999998 0.29900000000000004 -9.280999999999999 0.367 0.409 -5.177
-0.183 0.32899999999999996 6.433 -0.11099999999999999 0.843 -1.2890000000000015
0.379 0.259 1.1410000000000018 0.489 0.513 -2.692999999999998
-0.441 0.46299999999999997 -16.031 0.02300000000000002 0.805 -4.6370000000000005
0.08499999999999996 0.355 2.9229999999999983 0.44899999999999995 0.009 -17.813
-0.499 -0.15899999999999997 -18.893 0.31899999999999995 0.693 -17.381
-0.34099999999999997 -0.267 -10.253 0.10899999999999999 0.831 -11.873000000000001
-0.247 -0.353 2.7609999999999992 -0.373 0.095 -14.573
0.40700000000000003 0.373 -11.009 0.17100000000000004 0.055 -8.633000000000001
0.499 0.40900000000000003 3.030999999999999 0.351 0.927 -9.497
0.32899999999999996 0.41700000000000004 -6.311 0.10099999999999998 0.545 -4.151000000000002
-0.371 -0.29500000000000004 1.2490000000000023 -0.485 0.723 -16.247
-0.369 0.015000000000000013 3.085000000000001 0.397 0.417 1.843
0.387 -0.405 5.4609999999999985 -0.267 0.365 -5.122999999999999
0.385 -0.307 -5.987 -0.04899999999999999 0.329 5.514999999999997
-0.04899999999999999 -0.067 -9.821 -0.325 0.947 4.542999999999999
-0.09499999999999997 0.22299999999999998 -9.443 -0.069 0.581 -18.893
0.235 -0.479 3.6789999999999985 -0.185 0.619 -1.1270000000000024
-0.375 -0.421 -6.148999999999999 -0.10699999999999998 0.643 1.4649999999999999
0.30100000000000005 -0.131 -14.087 0.46499999999999997 0.215 -16.570999999999998
0.041000000000000036 0.46499999999999997 4.381 0.45499999999999996 0.865 -3.341000000000001
-0.21500000000000002 -0.14900000000000002 5.893000000000001 -0.369 0.229 -8.417
0.497 0.11699999999999999 -12.305 0.19899999999999995 0.167 -0.8569999999999993
-0.489 0.0030000000000000027 -6.257 0.403 0.717 -5.716999999999999
-0.10899999999999999 0.18500000000000005 3.463000000000001 -0.05299999999999999 0.609 6.324999999999999
0.357 -0.237 -13.763 0.28300000000000003 0.157 -6.743
0.471 -0.14100000000000001 -8.795 -0.20700000000000002 0.611 1.7890000000000015
0.15300000000000002 -0.22699999999999998 5.730999999999998 -0.401 0.959 -14.087
-0.33099999999999996 0.31100000000000005 -6.5809999999999995 -0.34099999999999997 0.767 -10.577
0.127 0.281 -15.167 0.357 0.143 2.544999999999998
0.44699999999999995 -0.447 -13.817 -0.16899999999999998 0.111 -4.583000000000002
0.345 0.239 -14.573 0.43500000000000005 0.911 -12.683
-0.29100000000000004 -0.11699999999999999 -0.31700000000000017 0.29700000000000004 0.839 2.6529999999999987
-0.181 -0.33099999999999996 -19.001 0.031000000000000028 0.345 -6.041
-0.315 0.123 -13.925 -0.05499999999999999 0.917 6.486999999999998
0.06499999999999995 -0.429 4.111000000000001 0.479 0.953 -12.629
-0.08700000000000002 -0.21899999999999997 -5.824999999999999 -0.10899999999999999 0.969 -0.31700000000000017
-0.185 0.08499999999999996 -1.666999999999998 0.0030000000000000027 0.257 5.946999999999999
-0.491 -0.21700000000000003 -16.355 0.125 0.981 -1.666999999999998
-0.0030000000000000027 0.45299999999999996 -10.307 0.15900000000000003 0.107 -14.303
-0.277 -0.29100000000000004 -12.899000000000001 -0.0010000000000000009 0.051 -15.599
-0.271 0.255 -15.599 -0.389 0.139 -10.793
0.027000000000000024 -0.032999999999999974 -1.235000000000003 -0.365 0.733 5.299000000000003
0.46099999999999997 -0.034999999999999976 0.8710000000000022 -0.447 0.905 -6.689
0.45699999999999996 -0.15300000000000002 -17.651 -0.11499999999999999 0.851 -7.4449999999999985
-0.435 -0.059 4.705000000000002 0.20299999999999996 0.883 -5.338999999999999
0.06299999999999994 0.387 4.597000000000001 0.379 0.359 -9.065
0.029000000000000026 -0.399 -19.595 0.40700000000000003 0.541 -10.199
-0.15899999999999997 -0.373 -3.6110000000000007 0.385 0.263 -19.649
-0.14500000000000002 0.22699999999999998 -19.919 -0.433 0.787 1.0869999999999997
0.30500000000000005 -0.044999999999999984 -10.738999999999999 -0.33299999999999996 0.287 6.378999999999998
-0.259 -0.193 5.785 0.21899999999999997 0.573 3.6789999999999985
0.08299999999999996 0.21299999999999997 -7.3370000000000015 -0.263 0.729 6.108999999999998
-0.361 0.261 -5.716999999999999 -0.009000000000000008 0.901 3.786999999999999
0.031000000000000028 -0.191 4.003 -0.21700000000000003 0.631 -0.2630000000000017
0.46699999999999997 -0.07300000000000001 -8.093 -0.177 0.685 -11.927
-0.04099999999999998 -0.199 -13.979 0.09699999999999998 0.193 -10.469000000000001
-0.28300000000000003 -0.367 -18.785 0.06299999999999994 0.847 3.030999999999999
0.02100000000000002 -0.457 -2.3689999999999998 0.21099999999999997 0.357 -7.606999999999999
-0.14300000000000002 -0.175 -2.8009999999999984 -0.353 0.599 -18.029
0.347 -0.251 -15.275 -0.33899999999999997 0.069 -13.493
0.43100000000000005 -0.319 -17.759 0.08699999999999997 0.475 -6.635
-0.056999999999999995 -0.365 -13.439 -0.056999999999999995 0.569 5.893000000000001
-0.473 -0.04099999999999998 -7.229000000000001 0.473 0.075 0.9250000000000007
-0.16699999999999998 0.45499999999999996 -12.143 0.19299999999999995 0.777 -4.367000000000001
0.30900000000000005 0.43300000000000005 -14.518999999999998 -0.323 0.231 6.972999999999999
-0.449 0.20299999999999996 5.838999999999999 -0.311 0.267 -8.201
0.07699999999999996 0.041000000000000036 -7.067 -0.11699999999999999 0.993 -8.363
0.09699999999999998 0.391 -16.787 -0.275 0.495 6.541
-0.07300000000000001 -0.301 -15.923 0.11499999999999999 0.887 -13.870999999999999
-0.16299999999999998 -0.385 -12.520999999999999 -0.22099999999999997 0.649 -3.4490000000000016
0.41900000000000004 0.15500000000000003 -10.685 -0.129 0.151 1.4110000000000014
0.257 -0.321 -17.597 0.04300000000000004 0.019 -3.7729999999999997
0.07099999999999995 -0.363 -5.555 -0.15699999999999997 0.063 -12.466999999999999
0.137 -0.22899999999999998 5.083000000000002 0.245 0.875 -6.365
-0.403 -0.03699999999999998 -10.361 -0.183 0.625 2.7070000000000007
0.485 -0.133 -13.655000000000001 0.017000000000000015 0.303 -11.387
-0.357 0.45099999999999996 -19.271 -0.479 0.453 -4.259
0.31100000000000005 0.397 -14.249 0.03300000000000003 0.415 -8.309
0.391 0.42300000000000004 -2.2609999999999992 -0.14100000000000001 0.903 -1.235000000000003
-0.453 -0.34099999999999997 -6.689 -0.28900000000000003 0.163 -4.421000000000001
-0.461 0.263 4.164999999999999 -0.031000000000000028 0.879 -11.225
0.04700000000000004 0.247 -4.097000000000001 0.30500000000000005 0.005 -13.600999999999999
-0.29500000000000004 -0.453 -4.583000000000002 0.42900000000000005 0.759 -2.2609999999999992
0.22899999999999998 -0.15500000000000003 -19.217 -0.477 0.401 -15.275
-0.191 -0.07500000000000001 -14.681000000000001 -0.133 0.597 -6.4190000000000005
0.243 0.17300000000000004 6.972999999999999 -0.379 0.797 6.7570000000000014
-0.22299999999999998 -0.11499999999999999 6.216999999999999 -0.395 0.637 -3.8270000000000017
-0.09899999999999998 -0.441 1.6270000000000024 -0.07100000000000001 0.811 -13.439
-0.0050000000000000044 -0.46499999999999997 -4.529000000000002 -0.357 0.783 -9.227
0.281 0.393 -2.2070000000000007 0.44699999999999995 0.871 -4.9609999999999985
0.275 -0.15100000000000002 1.3030000000000008 -0.034999999999999976 0.895 -7.715
0.131 -0.299 -1.6129999999999995 0.483 0.537 -15.221
0.269 0.05500000000000005 -17.813 0.013000000000000012 0.549 -18.569
-0.475 0.19099999999999995 -3.8270000000000017 0.30700000000000005 0.221 -1.397000000000002
0.249 0.01100000000000001 -17.975 0.04500000000000004 0.119 -5.770999999999999
0.279 0.20699999999999996 2.8149999999999977 0.43700000000000006 0.535 -11.495
-0.123 -0.417 1.1950000000000003 0.23099999999999998 0.909 -9.280999999999999
-0.469 -0.14500000000000002 -3.9890000000000008 0.495 0.511 3.408999999999999
-0.34299999999999997 -0.497 -17.489 0.347 0.697 3.192999999999998
-0.08100000000000002 0.363 -12.683 -0.261 0.617 -6.5809999999999995
-0.139 0.16700000000000004 -9.011000000000001 0.263 0.227 -10.091000000000001
-0.433 0.32299999999999995 -16.247 -0.247 0.381 2.599
0.01100000000000001 0.025000000000000022 -15.977 -0.351 0.665 -2.530999999999999
-0.305 0.483 6.163 0.15100000000000002 0.983 -9.551
-0.129 0.45899999999999996 6.271000000000001 -0.127 0.753 -19.703
-0.301 0.357 1.897000000000002 -0.10099999999999998 0.377 6.055
-0.09100000000000003 -0.28500000000000003 -2.044999999999998 -0.02300000000000002 0.305 -11.981
-0.493 0.44499999999999995 -11.657 -0.391 0.785 -16.948999999999998
0.03300000000000003 -0.469 5.946999999999999 -0.449 0.781 -10.361
0.33899999999999997 -0.0010000000000000009 -4.367000000000001 -0.195 0.389 -18.677
-0.02300000000000002 0.371 0.11499999999999844 0.19499999999999995 0.327 3.5710000000000015
-0.46699999999999997 -0.28300000000000003 -12.359000000000002 0.29500000000000004 0.079 -14.735
0.10899999999999999 -0.401 -15.761 0.241 0.333 -14.897
0.30300000000000005 0.44699999999999995 0.3309999999999995 0.44299999999999995 0.699 -16.355
-0.363 0.349 -0.4250000000000007 0.21499999999999997 0.419 2.8689999999999998
0.20899999999999996 0.29500000000000004 -2.099 0.33899999999999997 0.995 -12.791
0.403 -0.025000000000000022 -6.635 -0.061 0.937 -5.824999999999999
0.19699999999999995 -0.41300000000000003 -18.353 -0.377 0.141 -7.013
0.32499999999999996 -0.463 -13.493 -0.28500000000000003 0.861 1.0330000000000013
0.493 0.20099999999999996 -1.504999999999999 -0.20500000000000002 0.873 -7.876999999999999
0.41500000000000004 0.42100000000000004 -7.552999999999999 -0.181 0.265 -3.2330000000000005
-0.16099999999999998 -0.375 -18.623 -0.277 0.155 -1.8829999999999991
0.025000000000000022 0.21699999999999997 -12.575 0.10299999999999998 0.325 4.381
-0.46499999999999997 -0.197 -7.606999999999999 0.41500000000000004 0.825 3.9490000000000016
-0.22899999999999998 0.471 0.7089999999999996 0.08299999999999996 0.889 -16.895
-0.399 0.14700000000000002 -5.338999999999999 -0.359 0.331 -14.357
-0.303 0.04700000000000004 -1.9369999999999976 0.05500000000000005 0.935 -2.3689999999999998
