d2 r1 r2
0.1311 1.9555 2.1935
0.2415 1.8905 2.2754999999999996
0.2835 2.2704999999999997 2.2675
0.1959 2.0035 2.1734999999999998
0.1197 1.9655 2.1355
0.1803 2.2045 2.1715
0.2397 2.0575 2.1985
0.0123 1.8285 1.9385
0.2259 1.9925 2.2914999999999996
0.2667 2.2605 2.1645
0.20070000000000002 1.8295000000000001 2.1814999999999998
0.0032999999999999995 1.8595 1.8015
0.28409999999999996 2.2255 2.1205
0.0567 1.8115 2.1694999999999998
0.04409999999999999 1.8625 1.9395
0.15209999999999999 1.8545 2.2965
0.2697 2.2885 1.9445
0.2511 2.0395 2.2925
0.1707 1.8565 2.1374999999999997
0.0735 2.0995 1.9224999999999999
0.2787 1.9755 2.2954999999999997
0.2895 2.1425 2.2525
0.0351 2.1765 1.9035
0.25529999999999997 1.8755 2.1134999999999997
0.1323 1.9535 1.9105
0.0021 1.8045 2.2864999999999998
0.29069999999999996 2.0755 2.2895
0.1329 1.9125 2.2805
0.2925 1.8265 2.2544999999999997
0.24869999999999998 2.2624999999999997 2.0985
0.0297 2.2944999999999998 2.1315
0.2673 2.2165 2.2495
0.24509999999999998 2.2584999999999997 2.2784999999999997
0.0087 1.8535 2.2485
0.2163 1.9465 2.1905
0.10110000000000001 1.9325 1.8605
0.2577 1.8465 2.2394999999999996
0.2811 1.8155000000000001 2.0204999999999997
0.08489999999999999 1.9075 2.2975
0.1275 1.8765 1.9015
0.047099999999999996 2.0255 2.2424999999999997
0.0483 2.0455 2.0255
0.21269999999999997 2.2335 2.2984999999999998
0.1173 1.9315 2.0055
0.0579 2.1654999999999998 2.0045
0.16889999999999997 2.0845 2.2935
0.29669999999999996 2.1814999999999998 2.1875
0.2253 2.0815 2.2515
0.1845 1.9975 1.9264999999999999
0.1539 1.9285 2.1294999999999997
0.2745 2.1675 2.1385
0.0195 1.9395 2.2634999999999996
0.1551 2.0115 1.8455
0.2211 2.0965 2.1254999999999997
0.2805 2.0244999999999997 2.2565
0.14129999999999998 2.0135 2.1605
0.0597 1.9805 1.9965
0.25289999999999996 2.1725 2.2024999999999997
0.2985 1.8615 1.9865
0.2709 2.1075 2.0595
0.0447 2.1134999999999997 2.2664999999999997
0.25589999999999996 1.9184999999999999 2.1755
0.1335 1.8515 1.8105
0.08310000000000001 2.0905 1.8385
0.2751 2.0315 1.8555
0.2979 1.8385 2.0975
0.1947 2.2424999999999997 1.9425
0.29309999999999997 1.9115 2.2035
0.1737 1.9455 1.8035
0.18989999999999999 1.9015 2.1885
0.2643 1.8345 2.1784999999999997
0.1581 2.0045 2.2205
0.2331 1.8035 2.1614999999999998
0.1911 1.9175 2.1275
0.18209999999999998 2.0495 1.8235000000000001
0.027899999999999998 2.2695 2.2944999999999998
0.0711 1.9855 1.8265
0.21569999999999998 2.2984999999999998 2.2464999999999997
0.1119 2.1355 1.9485
0.2775 2.0915 2.2215
0.0339 1.8275000000000001 1.8205
0.2547 2.1614999999999998 2.0854999999999997
0.1095 1.8245 1.9205
0.0081 1.9635 2.2085
0.0051 1.8495 2.1035
0.2241 2.1414999999999997 2.0545
0.0819 2.2155 2.2595
0.2283 2.2504999999999997 2.2115
0.24689999999999998 1.8795 1.9184999999999999
0.0171 1.9245 1.9835
0.2799 1.9935 2.2015
0.0465 2.1825 2.2874999999999996
0.0645 1.9475 2.2624999999999997
0.24389999999999998 1.8145 1.9165
0.0939 2.0105 2.2714999999999996
0.1995 2.2075 2.2455
0.08370000000000001 2.2864999999999998 2.2365
0.0975 1.8715 1.8245
0.2853 2.1485 2.0155
0.21989999999999998 2.1544999999999996 2.2474999999999996
0.0963 1.9205 2.1555
0.051899999999999995 1.8815 1.8085
0.1473 1.9215 2.0604999999999998
0.0801 1.8475 1.9525
0.1419 1.8735 2.1745
0.2637 2.1145 2.1675
0.10769999999999999 1.8005 2.1395
0.1857 1.8315000000000001 2.2554999999999996
0.1179 1.9915 1.9555
0.025500000000000002 2.0945 2.2125
0.1527 1.8445 2.2275
0.24929999999999997 2.2914999999999996 2.0425
0.21689999999999998 2.1795 2.1845
0.2541 1.8395000000000001 2.0575
0.0549 2.2595 2.0885
0.0705 1.8955 1.8615
0.0435 2.1155 2.0535
0.0933 2.0735 2.2725
0.06149999999999999 2.2115 2.2064999999999997
0.1917 1.8305 1.9065
0.1251 2.1325 2.2815
0.17429999999999998 2.2775 2.2845
0.0633 2.0885 2.2175
0.1353 1.9135 1.8215000000000001
0.21869999999999998 1.8335000000000001 2.1115
0.2409 1.8175000000000001 2.0025
0.1563 2.2895 2.2304999999999997
0.0921 1.8365 2.2885
0.12869999999999998 2.0415 2.2344999999999997
0.28169999999999995 1.8135000000000001 1.9145
0.0291 2.2245 2.2504999999999997
0.2685 2.0695 1.8065
0.1017 1.8375000000000001 2.0895
0.2991 2.2405 1.9335
0.0771 2.0265 2.1955
0.2691 1.9304999999999999 1.9175
0.1515 1.8185 2.0315
0.028499999999999998 1.8195000000000001 2.0105
0.0363 2.2515 2.1765
0.2565 2.0055 2.1534999999999997
0.0843 1.8935 2.0875
0.1401 1.9895 2.2775
0.0105 2.2104999999999997 2.1975
0.0663 1.8225 2.2405
0.23249999999999998 1.9375 1.9945
0.0573 1.9235 1.9135
0.2103 2.2664999999999997 2.1585
0.17189999999999997 1.8875 2.0125
0.1167 1.8415 2.0225
0.0165 1.9775 1.9495
0.0759 1.9355 2.0404999999999998
0.2859 2.1005 2.1185
0.2289 2.0275 1.8145
0.1263 1.8165 2.2704999999999997
0.28769999999999996 1.9344999999999999 2.1454999999999997
0.2133 2.1045 2.1965
0.015899999999999997 1.9065 2.0835
0.1113 1.9565 2.2535
0.0999 2.0745 2.2104999999999997
0.11549999999999999 1.8435 2.2165
0.012899999999999998 1.9055 2.1704999999999997
0.0423 2.1214999999999997 1.9515
0.1611 1.8505 1.8755
0.1647 1.9695 1.9845
0.0009 2.2754999999999996 1.9785
0.08789999999999999 1.9165 2.2245
0.2343 1.9095 1.8585
0.08070000000000001 1.8255000000000001 2.0115
0.1023 2.0305 1.9975
0.0117 1.9735 2.1464999999999996
0.2223 1.9955 2.1285
0.1371 2.1165 1.8055
0.0417 1.8655 2.2195
0.1863 2.1275 2.2575
0.11069999999999999 1.9495 2.0645
0.021299999999999996 1.9845 2.0375
0.16770000000000002 1.9085 1.8535
0.1875 2.0665 2.1265
0.1623 1.9155 1.9155
0.2829 1.8025 1.8525
0.015299999999999998 2.0555 1.9905
0.1569 2.2264999999999997 2.2295
0.0147 2.1235 2.0934999999999997
0.0885 1.8455 2.1725
0.17489999999999997 1.8075 1.9685
0.054299999999999994 1.8215000000000001 2.0564999999999998
0.20909999999999998 2.2554999999999996 2.0965
0.0225 2.1734999999999998 2.1505
0.2625 1.8555 1.8515
0.06509999999999999 1.8945 2.1795
0.11309999999999999 2.1555 2.2264999999999997
0.17009999999999997 2.1505 2.2055
0.07229999999999999 2.0625 1.9765
0.1389 2.0805 2.1515
0.0075 2.1025 2.0305
0.1929 2.1395 2.1565
0.2337 1.9264999999999999 2.1055
0.0399 2.1704999999999997 2.0945
0.12269999999999999 2.2005 2.2765
0.0477 1.8835 2.0585
0.29009999999999997 1.9785 2.1005
0.1935 1.9715 2.0955
0.042899999999999994 1.9435 2.1654999999999998
0.2025 2.1635 2.0065
0.053099999999999994 1.9825 1.9344999999999999
0.2361 2.1755 1.9715
0.2115 1.8845 2.0765
0.28469999999999995 2.1525 1.9325
0.2727 2.0475 2.0925
0.2019 1.9275 1.8875
0.0795 2.0595 2.1165
0.0909 2.1774999999999998 2.1805
0.12090000000000001 2.2455 2.2325
0.0525 1.9195 2.1094999999999997
0.1557 2.0295 2.1045
0.0026999999999999997 2.0765 2.1345
0.1965 1.9295 2.0355
0.21509999999999999 2.2085 2.0455
0.2085 1.8355000000000001 1.9755
0.0507 2.0524999999999998 1.8345
0.2595 2.1944999999999997 2.0185
0.2793 1.9005 1.8175000000000001
0.1065 2.2815 2.1864999999999997
0.2367 2.2435 2.0075
0.058499999999999996 1.9745 2.0805
0.2763 1.9585 1.8415
0.1005 2.1115 2.1595
0.0201 2.0335 2.1995
0.2181 1.8825 2.0145
0.0141 2.0444999999999998 2.0524999999999998
0.0591 2.1464999999999996 2.1665
0.24569999999999997 1.9665 1.8775
0.2943 1.8985 2.0795
0.2505 1.8785 1.9825
0.1281 2.1334999999999997 2.1225
0.2373 2.0645 2.0785
0.1365 2.2205 2.1624999999999996
0.2955 2.0705 2.0164999999999997
0.033299999999999996 2.0175 2.0995
0.0375 2.0564999999999998 2.1485
0.1425 1.9835 2.0675
0.1671 2.1185 2.1155
0.0777 2.1094999999999997 2.0175
0.2001 2.0185 1.8695
0.0495 2.1174999999999997 1.8565
0.2769 1.8975 2.0235
0.1905 1.9385 1.9505
0.2421 2.0985 2.0195
0.1767 1.9995 2.0465
0.0825 2.1435 1.8725
0.2913 1.9505 1.9995
0.2229 1.9615 1.9275
0.0063 2.2035 2.0865
0.26789999999999997 2.1955 1.8045
0.0603 2.0125 1.8805
0.2301 2.0345 1.9045
0.2715 2.2055 1.9585
0.20370000000000002 2.0404999999999998 2.0625
0.1341 2.0865 2.0655
0.1833 2.1475 2.0665
0.0969 2.0324999999999998 1.8915
0.1755 2.2355 2.1174999999999997
0.035699999999999996 2.2935 1.9615
0.0537 2.1055 2.1195
0.2535 2.2714999999999996 1.8495
0.0741 2.2525 2.1635
0.22649999999999998 2.0875 1.8335000000000001
0.2757 2.1595 1.8545
0.0231 2.0235 1.8815
0.2889 2.0005 2.0415
0.2949 2.0835 1.9285
0.1089 2.0975 1.8985
0.1815 2.2685 1.9955
0.17309999999999998 2.1345 1.8125
0.10709999999999999 2.2474999999999996 2.1334999999999997
0.12389999999999998 2.2954999999999997 2.0005
0.2613 2.1014999999999997 1.8595
0.14309999999999998 2.0465 1.9655
0.29369999999999996 1.9725 1.9405000000000001
0.18089999999999998 2.0484999999999998 1.9645
0.0189 2.1965 2.0275
0.17729999999999999 2.0854999999999997 2.0615
0.1881 2.2024999999999997 1.8115
0.09029999999999999 2.2784999999999997 2.0755
0.0783 2.1285 2.0775
0.2355 1.9815 2.0395
0.1359 2.1805 2.0825
0.2883 2.0195 1.9815
0.0405 2.2344999999999997 1.9925
0.2391 2.0364999999999998 2.0095
0.20969999999999997 2.0084999999999997 1.9725
0.030899999999999997 2.0785 1.9095
0.1347 2.1374999999999997 2.0284999999999997
0.17909999999999998 2.2975 2.0915
0.25889999999999996 2.1985 1.8995
0.24629999999999996 1.9965 1.9625
0.2661 2.0435 1.9365
0.2013 2.0934999999999997 2.0135
0.0717 2.1935 2.0695
0.0681 2.2565 2.0295
0.1407 2.2575 2.1065
0.1893 2.1065 1.8625
0.2175 2.2855 1.8635
0.1785 2.1195 1.9705
0.1035 2.2805 1.9255
0.2379 2.2544999999999997 1.9455
0.10409999999999998 2.1665 2.0515
0.16290000000000002 2.2535 2.0555
0.2205 2.0955 1.9025
0.2607 2.1035 1.9535
0.2235 2.2304999999999997 1.8925
0.2481 2.1385 1.9055
0.0045 2.1225 1.9195
0.1851 2.2675 1.8165
0.1305 2.2384999999999997 2.0265
0.14429999999999998 2.1715 1.9735
0.0135 2.1605 1.9675
0.1293 2.0545 1.8675
0.0981 2.2874999999999996 1.8075
0.17789999999999997 2.1845 1.9475
0.2145 2.1624999999999996 1.9215
0.22469999999999998 2.1494999999999997 1.8225
0.1191 2.2394999999999996 1.9665
0.017699999999999997 2.2175 1.9415
0.1497 2.2845 1.8025
0.08969999999999999 2.1995 2.0035
0.1635 2.0515 1.8945
0.2049 2.1835 1.8645
0.1503 2.2744999999999997 1.9605
0.16949999999999998 2.1784999999999997 1.8865
0.16590000000000002 2.1125 1.9115
0.0183 2.1534999999999997 1.8375000000000001
0.1377 2.1445 1.8845
0.0489 2.2485 1.9235
0.1149 2.2765 1.8655
0.15990000000000001 2.2645 1.9005
0.1449 2.2415 1.8475
0.1137 2.2195 1.8195000000000001
0.0789 2.2495 1.9695
0.08549999999999999 2.2064999999999997 1.9245
0.0303 2.2904999999999998 1.8785
0.11009999999999999 2.1854999999999998 1.8825
0.0675 2.2925 1.8905
0.0813 2.2015 1.8465
0.0069 2.2135 1.8315000000000001
0.0639 2.2735 1.8305
0.0453 2.2125 1.8325
0.027299999999999998 2.2634999999999996 1.8135000000000001
0.0003 2.2994999999999997 1.8005
