CN	avgDist	stdDist	name	max_e	max_i	max_d2	efermi_e	efermi_slope	pca1	pca2	pca3	rel_pca1	rel_pca2	rel_pca3	min_e	min_i	min_d2	variation	polyn_a_0	polyn_a_1	polyn_a_2	polyn_a_3	polyn_b_0	polyn_b_1	polyn_b_2	polyn_b_3	min_e-max_e	max_min_slope
5.0	2.20146	0.05932354001574758	cn5_11	7133.563000000219	1.0462407317692959	-0.007229118730300854	7123.500567568614	0.814536604391481	-12.222461292924033	-0.3144098804331723	0.8189266462994238	-12.1615070860556	-0.644554235545179	-0.08445666757157672	7150.401097505205	0.9023446628380043	0.0009340780754095645	1.414434310705216	2.6171162477495677	-6.4516456857303774	5.123166002652099	-0.28432187711181817	2.6171162477495677	-6.4516456857303774	5.123166002652099	-0.28432187711181817	16.838097504985853	0.008545862671758681
5.0	2.21994	0.1097698064132392	cn5_12	7133.393000000216	1.0457036634974815	-0.006940498964436159	7123.304958955262	0.7967731429943932	-12.275212376793236	-0.19515107435689213	0.7785665910014118	-12.193442694171237	-0.5916690738157672	-0.007975634547875473	7149.0814699484945	0.9204984214702563	0.0009187288706974684	1.338246215196358	2.7478190121385166	-6.718115911802258	5.257787130224193	-0.29109731035897746	2.7478190121385166	-6.718115911802258	5.257787130224193	-0.29109731035897746	15.688469948278907	0.007980717204418059
5.0	2.21034	0.09230394574448053	cn5_13	7133.4830000002175	1.0492089004791676	-0.007080786064150857	7123.405362312083	0.8044054490763439	-12.276401000460265	-0.26227247492340594	0.7912886869967625	-12.204765844160724	-0.6077734765274572	-0.06711506433120767	7150.0886920948715	0.913324804037984	0.0008923595024501101	1.374711368218123	2.7745931274954696	-6.710402080925757	5.237085498691686	-0.2902827708872847	2.7745931274954696	-6.710402080925757	5.237085498691686	-0.2902827708872847	16.605692094653932	0.008182983019715895
5.0	2.0776600000000003	0.11102872781402125	cn5_14	7135.703000000213	1.044292283323427	-0.005567131127204306	7124.425251269387	0.6354975129762246	-12.080091632930392	-0.8925445113768391	0.13668534142835329	-12.111596077429914	-0.09550155961060723	-0.3293971515452681	7158.421895769832	0.908587819452805	0.0009913689864074332	1.3308485013045626	3.109414162633034	-6.983557720349474	5.265016303990407	-0.31068452721348444	3.109414162633034	-6.983557720349474	5.265016303990407	-0.31068452721348444	22.71889576961894	0.005973198048300131
5.0	2.27834	0.09261975167317163	cn5_15	7132.693000000221	1.0379668218804756	-0.007536978732236577	7123.073539567591	0.9038354448035362	-12.228935562878867	0.02301301936131835	0.9234712902237343	-12.130116219826142	-0.7506758121310286	0.11939025458930791	7147.270014968688	0.9073602483513241	0.0011939995840349958	1.3522907546367096	2.727072070920304	-6.700737116820759	5.2404086188415056	-0.2851039590672753	2.727072070920304	-6.700737116820759	5.2404086188415056	-0.2851039590672753	14.577014968466756	0.008959761227636923
5.0	2.06878	0.12815505296319774	cn5_16	7136.043000000221	1.037768221659989	-0.005170370711571337	7124.5172393503135	0.6151860690126145	-12.017546326171276	-0.9203213615051611	0.04951669876767899	-12.059685395493464	-0.016484516452534112	-0.2836971675220172	7159.229681399824	0.9140914170748147	0.000905196986205082	1.2905652705080035	2.9920887554889024	-6.83288622661108	5.214545849389584	-0.3105816557919636	2.9920887554889024	-6.83288622661108	5.214545849389584	-0.3105816557919636	23.186681399603003	0.005333958855677033
5.0	1.9735000000000003	0.08161311169168836	cn5_17	7137.563000000223	1.0616566976028972	-0.00478032223361069	7125.143113061384	0.5242444173078593	-11.974894031897783	-1.2083244338620212	-0.477140600385567	-12.102756538104915	0.37601684144077485	-0.4812438580606411	7163.925490720443	0.8971029742097016	0.0014694293456537742	1.389345833617507	3.387221700191911	-7.373861831032161	5.419423630581835	-0.33404148927868843	3.387221700191911	-7.373861831032161	5.419423630581835	-0.33404148927868843	26.362490720220194	0.006241964203594078
5.0	1.9752599999999998	0.025425703530089307	cn5_18	7137.383000000219	1.0631201480124226	-0.005318599765047338	7125.380620015651	0.5340552558650826	-11.952783383387185	-1.308840453468255	-0.506234445742793	-12.117833798401332	0.29726582800447293	-0.622953239819145	7163.3749748079035	0.8802509575834847	0.001682474438435361	1.444663691211975	3.5714619691487424	-7.534369557763089	5.434614218445303	-0.3355179771869858	3.5714619691487424	-7.534369557763089	5.434614218445303	-0.3355179771869858	25.991974807684528	0.007035602018776681
5.0	2.1515	0.09154397850213851	cn5_19	7134.353000000216	1.0526512109315127	-0.006447855629421184	7123.735380928433	0.7486883909401034	-12.24026746129447	-0.5207741802546394	0.5750134689351372	-12.197962231144762	-0.4100747347323701	-0.18295940510116732	7153.470557153141	0.9124202160382993	0.0008028369785423019	1.3781067269181955	2.9014693198908823	-6.817358306292431	5.25380065389628	-0.29781301791506987	2.9014693198908823	-6.817358306292431	5.25380065389628	-0.29781301791506987	19.117557152925656	0.007335194228607456
5.0	1.9290999999999996	0.0323749903474889	cn5_20	7138.433000000221	1.0612146681656176	-0.00467691096517342	7125.764343757959	0.4859616017489965	-11.800079845880857	-1.378081577794825	-0.8085581076229376	-12.023527994140357	0.552055219775305	-0.5957913747718578	7165.919300984905	0.8746372722525848	0.0017906738444120431	1.4487821788573156	3.453962352906844	-7.407778416367086	5.401164930143389	-0.3414247242727712	3.453962352906844	-7.407778416367086	5.401164930143389	-0.3414247242727712	27.48630098468402	0.006788014000756154
5.0	1.9748999999999999	0.04874976923022295	cn5_21	7137.383000000219	1.0657764128549707	-0.005161137051068465	7125.162189543726	0.5293009726126392	-11.97926167137824	-1.2407030597021582	-0.48148654289087056	-12.111693090582827	0.3542301662831675	-0.5734815910192766	7163.60802728285	0.8853550180429011	0.0016068922707724513	1.4326215639547948	3.600548321707032	-7.62713777583831	5.488866108671215	-0.33702810346117196	3.600548321707032	-7.62713777583831	5.488866108671215	-0.33702810346117196	26.225027282631345	0.006879740976725751
5.0	2.0166600000000003	0.113368859921938	cn5_22	7136.883000000218	1.044964862368361	-0.004739227581485039	7124.707821341916	0.5729522698983571	-11.956466809106844	-1.0356083685364805	-0.19244892637264527	-12.024115261855645	0.20963263168217355	-0.3358801982006167	7161.948382742876	0.9060552700684639	0.0011751204122527718	1.3203034311651776	3.1582640823621273	-7.0680751540976745	5.301254673636055	-0.3209982203004269	3.1582640823621273	-7.0680751540976745	5.301254673636055	-0.3209982203004269	25.065382742657675	0.005541889933461616
5.0	2.1615	0.11564384981485189	cn5_23	7134.243000000213	1.0407210541143814	-0.006452667808964918	7123.766966038926	0.7330765580151486	-12.153751417763146	-0.505696182356263	0.5726143320360604	-12.113320603724656	-0.4217813004651216	-0.1603043809203555	7152.641899273489	0.9131541352981003	0.0006492885225754053	1.326835037851683	2.8540521907221272	-6.740059535375559	5.21104429189357	-0.2957219458940339	2.8540521907221272	-6.740059535375559	5.21104429189357	-0.2957219458940339	18.398899273275674	0.006933399488825484
5.0	2.1875	0.07660744089186107	cn5_24	7133.723000000223	1.048566166625647	-0.0070910334848406364	7123.588962991068	0.7791779675624053	-12.2380606596576	-0.37554545080970086	0.7630861978134321	-12.183618905061184	-0.5963799800141207	-0.1301530297230897	7151.073320005784	0.9074971367881517	0.0008578246517946088	1.3991158905780048	2.6947392063592037	-6.55701416820642	5.164360495464353	-0.2882272867493719	2.6947392063592037	-6.55701416820642	5.164360495464353	-0.2882272867493719	17.350320005561116	0.008130629855373266
5.0	2.1211400000000005	0.08949521998408629	cn5_25	7134.8030000002145	1.048996809855483	-0.006194877715248737	7124.001427485938	0.7094948271826211	-12.184910778672583	-0.6807235352747315	0.43400970407037487	-12.169052522621838	-0.3100817797788888	-0.2681584944360148	7155.4975659607735	0.9065928401505516	0.0008868404870238199	1.374945398006399	3.0207372853062755	-6.90418640221353	5.252615861862595	-0.30179322212241727	3.0207372853062755	-6.90418640221353	5.252615861862595	-0.30179322212241727	20.694565960558975	0.006881225244169599
5.0	2.1373800000000003	0.08234234390640091	cn5_26	7134.5330000002195	1.0562222295518966	-0.006461380162026131	7123.85542636488	0.7232424744591235	-12.240357326865492	-0.6001676463600899	0.5203351525140543	-12.210193792509706	-0.3763765190271629	-0.2543550202895441	7154.601354560163	0.9096752533951076	0.000877889219792532	1.396209553889659	2.976386174789693	-6.897646253485793	5.274947874677678	-0.30048581511861466	2.976386174789693	-6.897646253485793	5.274947874677678	-0.30048581511861466	20.068354559943145	0.007302391220917526
5.0	2.2255	0.04488095364405693	cn5_27	7133.193000000221	1.0432035229005137	-0.0075624810080832106	7123.383930284225	0.8461758461701234	-12.214989307566634	-0.20050980307156394	0.9214856959260966	-12.145065136022428	-0.7472750090292763	-0.019682391762205226	7149.119509315606	0.898366701661871	0.001110091260478702	1.4250091565802925	2.5046539521887587	-6.321192823025056	5.0818422564683905	-0.2792889940160416	2.5046539521887587	-6.321192823025056	5.0818422564683905	-0.2792889940160416	15.926509315384465	0.009094071925650097
5.0	2.06918	0.06744518959866591	cn5_28	7135.593000000222	1.052335892278182	-0.00606559265259321	7124.49555278725	0.6310133232167747	-12.085805641486886	-0.9420735698674586	0.1461871655358105	-12.125444937718184	-0.14559508275678232	-0.4471210307135647	7158.495136129521	0.8947674331757298	0.0011903497581863608	1.401950408198247	3.202580436737829	-7.081651707900543	5.284728175590938	-0.3108592282084495	3.202580436737829	-7.081651707900543	5.284728175590938	-0.3108592282084495	22.902136129298924	0.006880076959322295
5.0	2.23846	0.18077743885783976	cn5_29	7133.623000000221	1.0148759767798639	-0.005916678742501347	7123.330194053042	0.7892834867069003	-12.099907093994917	-0.19985789066125548	0.6052177585680891	-12.014237507386575	-0.4240545906688528	0.1307768391732174	7147.14419043033	0.9269313374752528	0.0009337577950723104	1.18995660383719	2.816624629154141	-6.78175078819709	5.252546727184394	-0.2950062452435582	2.816624629154141	-6.78175078819709	5.252546727184394	-0.2950062452435582	13.521190430109527	0.006504208320945796
5.0	1.99558	0.09037294727959254	cn5_30	7137.173000000214	1.048929126421066	-0.004989470827609921	7125.116134265038	0.5375260964544808	-11.92660159128259	-1.17648458197978	-0.3653274030484168	-12.048497087099376	0.24514327363965763	-0.47165603037819237	7162.734215210353	0.896267915602948	0.0013835826885964572	1.3606595072072771	3.2413444176305193	-7.120882875480283	5.298399020448674	-0.3246053162541275	3.2413444176305193	-7.120882875480283	5.298399020448674	-0.3246053162541275	25.56121521013847	0.005972376882831738
5.0	1.93902	0.10778388376747237	cn5_31	7138.673000000215	1.0444161279091895	-0.003848471870071535	7125.508629166851	0.477547885106685	-11.777398810256416	-1.2353609315775722	-0.6829310691697753	-11.953674741787333	0.5508106865092072	-0.34795703280807433	7166.394809191908	0.9008702911014552	0.0013544036475619866	1.328348840939039	2.93908266672746	-6.767162631472518	5.201208695096035	-0.3281964296310446	2.93908266672746	-6.767162631472518	5.201208695096035	-0.3281964296310446	27.721809191692955	0.00517808328508187
5.0	2.06174	0.06019822588747944	cn5_32	7135.733000000214	1.0590283131593858	-0.0059365660498578166	7124.413797948319	0.6331808354091117	-12.128805949623187	-0.9423251800765765	0.1106425435450839	-12.160539098146117	-0.07188351414981403	-0.44834299945217054	7159.012660887103	0.8948810550682538	0.0012767918378406632	1.4158926201454354	3.3280558074552027	-7.270867143970933	5.3637706599428725	-0.3157629754426556	3.3280558074552027	-7.270867143970933	5.3637706599428725	-0.3157629754426556	23.27966088688936	0.00705110177028294
5.0	2.2102199999999996	0.21629044731564068	cn5_33	7134.483000000218	1.0002291910590213	-0.004685644277024892	7123.468167811446	0.7040668269506187	-12.014315466773484	-0.31911462043839905	0.3820772598151988	-11.939021501136368	-0.20468354235946043	0.14411113869378137	7147.195765911212	0.9371839111954614	0.0007873242342280929	1.1128536036566596	2.7509454068314962	-6.654768351895828	5.192972788736271	-0.2966670833240383	2.7509454068314962	-6.654768351895828	5.192972788736271	-0.2966670833240383	12.712765910993767	0.0049592103170120905
5.0	2.2522599999999997	0.1530602051481703	cn5_34	7133.333000000214	1.0238613586486622	-0.0064302545421668356	7123.254298705741	0.8179397882445538	-12.16236654484147	-0.1430933465649916	0.7024554582454939	-12.071605176506443	-0.5203341821964133	0.10779711368096398	7147.46030985936	0.9216418158284796	0.0009528200269292399	1.2377840499857604	2.8301523295315265	-6.806574123277955	5.266209459119431	-0.29282685133613207	2.8301523295315265	-6.806574123277955	5.266209459119431	-0.29282685133613207	14.127309859145498	0.0072355985562254435
5.0	2.10922	0.0669784860981494	cn5_35	7134.903000000217	1.0568675740566822	-0.006374053005409053	7124.03909717845	0.6978161410635171	-12.197372348606214	-0.7273536285497594	0.40227379271569	-12.186147970697132	-0.28741088942896253	-0.3359935046508802	7156.189770295832	0.9008928813636885	0.0010134165093483411	1.4136626439160604	3.107767407886921	-7.018542636735775	5.291994279690489	-0.30443273910157687	3.107767407886921	-7.018542636735775	5.291994279690489	-0.30443273910157687	21.286770295615497	0.007327306610017786
5.0	2.04598	0.09292365468490789	cn5_36	7136.113000000222	1.047001357547843	-0.005402249623198685	7124.5469512684	0.6169609976961714	-12.026121893759457	-0.9760557650599073	0.01496988470060703	-12.073199262446803	0.010746067816684112	-0.3828617875388953	7159.884595522134	0.8999473991862033	0.0011742545606750724	1.3611706314734402	3.1839511574023525	-7.0717929037344165	5.287536723381742	-0.3148090690477399	3.1839511574023525	-7.0717929037344165	5.287536723381742	-0.3148090690477399	23.771595521911877	0.006186120667672062
5.0	2.1882599999999996	0.10513489620482816	cn5_37	7133.893000000216	1.0514539521551403	-0.006521071713727622	7123.428599494985	0.7963007753478228	-12.281393331839444	-0.33072313167940276	0.6637327309170717	-12.209984169603155	-0.4680230540491606	-0.07552931510110335	7151.522611334834	0.9191695859699394	0.0007578845183359269	1.349318567662647	2.9208547503935844	-6.909709266894207	5.311084815306421	-0.2970537991078113	2.9208547503935844	-6.909709266894207	5.311084815306421	-0.2970537991078113	17.629611334618858	0.007503532759422618
5.0	2.06042	0.13378904887919638	cn5_38	7136.203000000214	1.0391878061117072	-0.005005818541903295	7124.514132675649	0.5998965900295408	-12.020904024451026	-0.920059735217763	-0.0006003758828756255	-12.062565378869854	0.036116447043150486	-0.2760612109832739	7159.738878589127	0.9177700484870002	0.0009327258916829365	1.2785414541486935	3.022747924221769	-6.892626559480792	5.244732535579359	-0.313060665374409	3.022747924221769	-6.892626559480792	5.244732535579359	-0.313060665374409	23.535878588912965	0.0051588368441832155
5.0	2.23238	0.10735148624960898	cn5_39	7133.3430000002145	1.0367580115014852	-0.0069268959146384645	7123.360395389526	0.8240028070024183	-12.213562566719967	-0.20027147919807203	0.8029862074080123	-12.137107498485197	-0.6230817525337287	0.026605226307114493	7148.86074351951	0.9134726707416121	0.0009199042295456527	1.3309283607132025	2.678403496711406	-6.584825770758479	5.188262917497129	-0.2875165083725669	2.678403496711406	-6.584825770758479	5.188262917497129	-0.2875165083725669	15.517743519295436	0.007944798198692659
5.0	2.07218	0.10751954985024818	cn5_40	7135.733000000214	1.0436223540278238	-0.005510381304585366	7124.369548565771	0.6477267551490677	-12.051220885651112	-0.8774506461458004	0.1560107357732704	-12.076831968007928	-0.09181853511057295	-0.30649542421639886	7158.395522495832	0.9067232119232358	0.0009863662541830034	1.3386855265303979	3.0322279599262627	-6.892664602828875	5.234973312710295	-0.30880055843357035	3.0322279599262627	-6.892664602828875	5.234973312710295	-0.30880055843357035	22.66252249561785	0.006040772474955493
5.0	2.2103	0.11835903007375485	cn5_41	7133.61300000022	1.041662461613529	-0.006756565558152516	7123.422466687717	0.8048824360552809	-12.206311951981093	-0.2893544732630383	0.7150615628092543	-12.133849135500892	-0.5277346235170118	-0.06978202623800055	7150.554331029286	0.9126276101887925	0.0007575994989798166	1.326081868182638	2.945460381181356	-6.912952625315753	5.286759782638134	-0.2944073565647958	2.945460381181356	-6.912952625315753	5.286759782638134	-0.2944073565647958	16.941331029065623	0.0076165710476559486
5.0	2.27306	0.24378771585131181	cn5_42	7133.9830000002175	0.9938160839449184	-0.004422497563716377	7123.090920928483	0.7419320877189213	-12.083807990744969	-0.10756774836064655	0.3861781972793004	-11.970639644971142	-0.20735642908540738	0.2623000031671245	7144.93133453299	0.9446116082217486	0.0009804001982554385	1.0998773580939325	2.8889775187341376	-6.907453006019742	5.309469522575262	-0.29913388709666017	2.8889775187341376	-6.907453006019742	5.309469522575262	-0.29913388709666017	10.948334532772606	0.004494242989733436
5.0	2.1514599999999997	0.11727711797277414	cn5_43	7134.493000000219	1.043158514059703	-0.0060491122799710695	7123.743372576204	0.7470632400924104	-12.18950766827846	-0.5213489014535899	0.514542988201645	-12.146405671293152	-0.3453431200370956	-0.12838460080097833	7153.377809784295	0.9173661202112271	0.0006441882574451849	1.3196271249117824	2.916452364915532	-6.830596011211049	5.252000765977294	-0.29928634039803365	2.916452364915532	-6.830596011211049	5.252000765977294	-0.29928634039803365	18.884809784076424	0.006661035789438741
5.0	1.9597799999999999	0.13527585741735282	cn5_44	7138.553000000224	1.0440526770950536	-0.0038223392895275765	7125.165756186063	0.4865881752922909	-11.786170491601638	-1.1532663215745937	-0.6100935346133699	-11.916367790164712	0.5954556980432207	-0.27462069175752674	7166.394446116818	0.900175907452649	0.0013256731409362762	1.3274007183691379	3.0739201324160157	-6.984605823658366	5.28605204569504	-0.3310253420277358	3.0739201324160157	-6.984605823658366	5.28605204569504	-0.3310253420277358	27.841446116593943	0.005167718984131782
5.0	2.02402	0.08636345060267102	cn5_45	7136.533000000221	1.0498624731814836	-0.005221863046411812	7124.747036168789	0.5885014669962687	-11.999507146803117	-1.0645262732911767	-0.12980422081915813	-12.072155201904787	0.10965163611042927	-0.42876578353638434	7161.126654654249	0.8971609188447474	0.0012686433906119838	1.3708157096611018	3.2604496730361556	-7.166999709690329	5.320143682622681	-0.32022782143163486	3.2604496730361556	-7.166999709690329	5.320143682622681	-0.32022782143163486	24.593654654027887	0.006208981807904145
5.0	1.9947	0.1403326761663156	cn5_46	7137.573000000223	1.0310032848985335	-0.0038455577122675777	7124.782882894376	0.5390397334530606	-11.888878606479347	-1.008740259639286	-0.27882014796390875	-11.964229064206835	0.31157421273141583	-0.18268951021381863	7163.17707922547	0.9231480878988805	0.0009612524500327775	1.238088878594204	2.7796404384921654	-6.576777496693557	5.141814408836683	-0.3150171544058528	2.7796404384921654	-6.576777496693557	5.141814408836683	-0.3150171544058528	25.604079225247006	0.00421242240546194
5.0	1.9337400000000002	0.08104854347858445	cn5_47	7138.553000000224	1.059439111023904	-0.004310543386676358	7125.61585799828	0.47493322806338534	-11.848195097888087	-1.2949456662163523	-0.7552635888201624	-12.043060169086143	0.5614925931036788	-0.46344781383486366	7166.16668762074	0.894917350524338	0.001556322021169305	1.3856424501390066	3.160379695540054	-7.072702713278089	5.3182941369542105	-0.33539751336860796	3.160379695540054	-7.072702713278089	5.3182941369542105	-0.33539751336860796	27.61368762051643	0.005957978621346092
5.0	2.05342	0.09983621387051889	cn5_48	7136.053000000221	1.0479426957475557	-0.005495981616476797	7124.6007707603585	0.6149632606675266	-12.046548715258485	-0.9877799232347027	0.018870084014290807	-12.099730938433694	-0.015172919662805904	-0.3920216221083648	7159.72191664804	0.9024748668562097	0.0011237773723319269	1.3559433577843327	3.1841689934979085	-7.0696292188550025	5.289086286438074	-0.3150544016043291	3.1841689934979085	-7.0696292188550025	5.289086286438074	-0.3150544016043291	23.66891664781906	0.006145943688755605
5.0	2.0995	0.1405784478503017	cn5_49	7135.543000000221	1.042638196865117	-0.005297748473243047	7124.155914970876	0.6485378977930425	-12.108753952317105	-0.7678831348307877	0.18262173593478861	-12.107872132898395	-0.07220916905219117	-0.2305661406974558	7157.909552176383	0.9212735718610929	0.0008070096767133422	1.2781901319825677	3.130951351701335	-7.081490963909198	5.3272622229401465	-0.3122292479378514	3.130951351701335	-7.081490963909198	5.3272622229401465	-0.3122292479378514	22.36655217616226	0.005426166002168705
5.0	2.1882599999999996	0.14349378523127754	cn5_50	7133.953000000217	1.0293363903325499	-0.0062275501555575374	7123.537779840799	0.7396256087275739	-12.135633812819112	-0.3365263834959352	0.6264457941016109	-12.073553930110736	-0.4592811517100646	0.007134469128208438	7149.116865569218	0.9238208419847069	0.0007816512983936673	1.2706939005425268	2.5808214434310104	-6.4536930011672995	5.143876567810049	-0.2901901664184596	2.5808214434310104	-6.4536930011672995	5.143876567810049	-0.2901901664184596	15.163865569001246	0.006958354244681729
5.0	2.0880599999999996	0.03734126939459876	cn5_51	7135.173000000223	1.0641989860301078	-0.006399154215408487	7124.224639688671	0.6701518451282282	-12.21716558535732	-0.8389681822774986	0.30762268736261544	-12.226215762694055	-0.2370184073431533	-0.4326287270848314	7157.402966883683	0.8962067920183472	0.001231537898246921	1.4491008963888272	3.2327372017494436	-7.164989818564106	5.3395240167750755	-0.30949333345326424	3.2327372017494436	-7.164989818564106	5.3395240167750755	-0.30949333345326424	22.229966883460293	0.007557015037064738
5.0	2.0147399999999998	0.1469679774644803	cn5_52	7137.263000000216	1.0404781486279637	-0.004097838606220705	7124.604008433343	0.5580720916817745	-11.973362951043908	-0.9692720121569706	-0.22557016439311095	-12.02734478917076	0.2950078754255075	-0.18969739168826028	7162.6981885587265	0.9251322040290688	0.0009698983316406358	1.2550814357065065	2.973768760798596	-6.87647458524668	5.266314286905059	-0.32018784916457466	2.973768760798596	-6.87647458524668	5.266314286905059	-0.32018784916457466	25.435188558510163	0.004534896383156641
5.0	2.22102	0.12774351490388852	cn5_53	7133.653000000221	1.0306648192597756	-0.006422869860411851	7123.404089506965	0.8280557065413443	-12.172144270031126	-0.2667401599012527	0.6891963577883395	-12.096416073045853	-0.5020502973441054	0.013830971290507992	7149.676629982339	0.9128498592544929	0.0007561550039248394	1.2890504829614375	2.8707580117428604	-6.789942253347127	5.233245153299099	-0.2920257436840545	2.8707580117428604	-6.789942253347127	5.233245153299099	-0.2920257436840545	16.02362998211811	0.007352576172612614
