d12 phi1 psi r1
0.15660000000000002 142.14 17.15 2.2045
0.007000000000000001 151.38 65.31 1.8185
0.1502 120.78 0.63 1.8685
0.1766 178.5 54.67 1.9885
0.0102 177.66 62.51 2.0335
0.19940000000000002 150.9 42.91 2.1854999999999998
0.0018 176.1 30.169999999999998 2.0635
0.0174 121.5 64.05 2.2375
0.16820000000000002 151.74 6.37 2.2195
0.1678 120.54 10.29 2.0115
0.18460000000000001 137.34 23.17 2.0755
0.10860000000000002 122.22 0.35000000000000003 1.8535
0.13340000000000002 145.02 55.510000000000005 1.9945
0.001 126.06 27.93 2.2275
0.15100000000000002 139.5 2.59 2.0955
0.0358 149.34 28.35 2.2285
0.0746 122.7 69.79 1.8955
0.19340000000000002 148.5 14.35 2.2765
0.17020000000000002 151.02 9.73 2.1165
0.17500000000000002 154.62 33.11 1.8195000000000001
0.10300000000000001 151.86 69.09 1.8605
0.0994 145.74 9.030000000000001 2.2984999999999998
0.1246 179.46 25.83 1.9665
0.1338 120.66 43.75 2.1435
0.1542 169.01999999999998 15.33 1.8475
0.18500000000000003 134.94 51.31 1.9125
0.0806 177.54 7.91 1.8145
0.1166 172.26 66.00999999999999 1.8425
0.071 134.22 3.01 2.1895
0.0702 156.3 9.59 2.0275
0.0426 165.3 36.050000000000004 1.8655
0.0282 174.78 44.59 2.1825
0.1398 179.57999999999998 51.449999999999996 2.0345
0.053000000000000005 141.06 23.73 2.2895
0.1158 120.06 62.370000000000005 2.2725
0.0722 147.06 65.59 2.1055
0.06820000000000001 156.06 66.42999999999999 1.8155000000000001
0.18180000000000002 170.1 6.2299999999999995 2.2435
0.13060000000000002 161.1 61.67 1.8235000000000001
0.18380000000000002 139.14 30.59 1.8405
0.009800000000000001 139.62 38.010000000000005 1.8125
0.15860000000000002 125.58 34.51 1.9344999999999999
0.11060000000000002 121.02 52.43 1.8325
0.1226 178.62 57.33 2.2584999999999997
0.1946 121.86 64.75 2.1265
0.0614 143.58 67.83 2.2675
0.0818 123.54 55.370000000000005 1.9095
0.0046 138.66 24.709999999999997 2.1944999999999997
0.1402 120.18 63.35 1.8005
0.0094 148.74 58.73 1.9105
0.08020000000000001 128.34 68.81 2.0675
0.11020000000000002 125.22 4.13 2.0825
0.08660000000000001 141.3 56.63 1.8065
0.1734 173.94 69.37 1.9975
0.099 158.57999999999998 55.93 1.9615
0.006600000000000001 133.14 64.89 1.9535
0.165 124.5 61.95 1.8775
0.0966 132.06 7.63 1.8245
0.1254 131.46 18.41 1.8175000000000001
0.18220000000000003 155.94 3.99 1.8055
0.0534 177.18 2.31 1.9215
0.004200000000000001 161.57999999999998 35.35 1.8335000000000001
0.0118 143.46 53.550000000000004 2.1614999999999998
0.149 170.82 57.89 1.9405000000000001
0.032600000000000004 153.06 10.149999999999999 2.2655
0.0898 148.26 5.67 1.9385
0.0126 147.78 34.65 1.9775
0.0078000000000000005 121.38 23.03 1.9065
0.0606 134.7 38.85 2.1525
0.0946 142.38 8.89 2.0284999999999997
0.0146 156.9 68.39 2.0564999999999998
0.026600000000000002 122.34 61.53 1.9515
0.11180000000000001 135.78 35.77 1.8285
0.0566 136.38 67.41 1.9455
0.193 147.54 57.75 1.8665
0.1218 149.94 1.89 2.1915
0.1422 120.3 26.95 2.1185
0.04020000000000001 130.62 62.79 2.0235
0.12940000000000002 167.58 41.089999999999996 2.2965
0.1146 153.78 59.99 2.0555
0.1902 163.98 15.049999999999999 1.8115
0.1886 157.98000000000002 31.01 1.9625
0.0318 124.62 28.21 2.1275
0.1666 147.18 45.99 1.8595
0.059 172.74 48.93 1.8625
0.1646 131.82 24.29 2.2315
0.1714 122.46 62.230000000000004 1.9805
0.1966 160.14 68.53 2.1405
0.1434 161.45999999999998 2.17 1.9184999999999999
0.1206 139.98 49.769999999999996 1.8445
0.1562 167.1 40.669999999999995 1.8735
0.045000000000000005 173.7 32.410000000000004 2.2365
0.0178 155.7 29.89 2.0585
0.1814 129.78 1.1900000000000002 1.9075
0.199 133.26 69.23 2.0735
0.15580000000000002 155.1 20.09 1.8345
0.1694 157.14 21.07 2.2864999999999998
0.0034000000000000002 133.74 3.43 2.0905
0.14980000000000002 137.7 0.9099999999999999 1.9315
0.10900000000000001 163.14 66.57 2.1075
0.123 123.3 68.25 2.0725
0.1378 158.94 49.91 1.8825
0.05620000000000001 174.42000000000002 68.67 1.9585
0.17220000000000002 123.78 37.17 2.1105
0.15940000000000001 130.38 67.27 2.0484999999999998
0.05260000000000001 163.86 44.31 2.2264999999999997
0.027400000000000004 152.7 60.129999999999995 2.2634999999999996
0.0154 142.26 47.11 1.9445
0.097 162.78 49.07 2.0575
0.0378 144.3 3.15 1.9715
0.1162 158.1 16.310000000000002 1.8365
0.027000000000000003 146.82 67.13 2.1715
0.101 166.14 25.55 1.8015
0.1514 131.34 13.51 1.9475
0.1698 124.02 40.949999999999996 2.2125
0.051800000000000006 164.57999999999998 20.369999999999997 1.9545
0.1918 169.86 5.39 1.8745
0.1926 176.7 56.35 1.8385
0.0954 168.3 15.47 1.8755
0.0434 150.18 47.39 1.8265
0.16620000000000001 127.38 47.53 1.9935
0.13460000000000003 130.5 52.01 2.0505
0.1958 146.22 46.690000000000005 1.9355
0.0374 168.42000000000002 33.53 2.1425
0.19740000000000002 172.62 42.629999999999995 1.8555
0.021400000000000002 160.86 46.970000000000006 1.9115
0.033 166.02 60.55 2.0685
0.147 134.58 61.11 1.9645
0.08460000000000001 179.34 45.29 2.2245
0.1998 145.5 31.71 2.2735
0.145 127.02 33.67 1.8355000000000001
0.005000000000000001 121.14 14.91 2.0215
0.1258 138.18 21.49 1.9045
0.0706 178.14 15.75 1.9005
0.1446 126.9 17.29 2.0604999999999998
0.065 155.46 64.33 2.2935
0.056999999999999995 179.7 60.97 2.1505
0.19820000000000002 134.82 41.79 2.2464999999999997
0.0026 120.9 41.23 2.0045
0.127 130.14 56.91 1.8845
0.0654 168.66 65.17 1.8215000000000001
0.031 158.46 25.13 1.8075
0.0198 169.74 20.509999999999998 1.8725
0.0366 120.42 42.07 2.1285
0.163 137.22 14.21 1.8585
0.1494 136.62 24.57 2.0185
0.1894 172.38 29.61 1.9015
0.05580000000000001 159.78 11.55 1.8545
0.0442 147.42000000000002 32.97 1.8205
0.011000000000000001 128.82 50.05 1.9555
0.0718 125.46 63.07 2.2355
0.16140000000000002 157.86 64.47 1.9155
0.1962 143.82 18.55 1.8765
0.0074 158.22 52.85 2.0835
0.0502 129.42 36.47 2.2695
0.1014 148.02 36.89 1.8105
0.09620000000000001 149.7 19.81 1.8925
0.1154 121.74 32.690000000000005 1.8965
0.041800000000000004 125.82 12.53 1.9915
0.1078 126.66 69.65 2.1665
0.10940000000000001 132.3 60.41 2.2544999999999997
0.0858 147.66 21.77 2.2515
0.1406 178.01999999999998 5.53 1.9685
0.049 148.14 12.67 1.9025
0.1626 146.1 66.99 1.9505
0.15300000000000002 135.3 37.870000000000005 2.2224999999999997
0.14780000000000001 159.18 51.73 2.0435
0.0106 135.9 40.529999999999994 2.0965
0.1242 130.98 43.33 1.9255
0.08700000000000001 137.82 19.53 1.8635
0.1534 146.58 68.11 2.2754999999999996
0.1038 130.86 54.25 1.9755
0.0958 156.66 40.11 2.1245
0.1874 143.22 27.51 1.9575
0.023400000000000004 154.5 45.57 2.1605
0.0286 172.01999999999998 59.43 1.8375000000000001
0.1834 149.46 65.45 2.0375
0.0246 138.06 63.63 2.0995
0.1654 179.82 35.910000000000004 2.0255
0.18620000000000003 168.18 63.49 1.9195
0.1282 152.1 38.71 1.9145
0.05380000000000001 172.86 31.43 1.9425
0.197 176.45999999999998 23.450000000000003 2.2184999999999997
0.17900000000000002 148.86 38.290000000000006 2.0084999999999997
0.049800000000000004 167.46 59.57 2.2874999999999996
0.07740000000000001 148.38 48.23 1.9235
0.10980000000000001 139.86 37.03 2.0444999999999998
0.0522 124.14 43.05 2.0355
0.0346 136.02 33.81 1.8865
0.1442 140.94 27.650000000000002 2.2784999999999997
0.0974 132.78 30.31 1.9165
0.09300000000000001 176.82 62.93 2.0055
0.1634 142.74 42.769999999999996 2.0895
0.18580000000000002 143.94 27.37 2.1795
0.043800000000000006 134.1 43.47 1.9735
0.16100000000000003 173.1 25.689999999999998 1.9745
0.1986 166.74 59.85 2.0164999999999997
0.17620000000000002 155.22 68.95 2.2235
0.023000000000000003 136.86 19.25 1.9875
0.1942 156.54 54.39 2.0645
0.07900000000000001 141.18 37.730000000000004 1.8795
0.1418 144.18 35.21 1.9855
0.18020000000000003 168.06 4.83 2.1395
0.06780000000000001 152.94 34.37 1.8945
0.0826 124.98 58.589999999999996 2.1385
0.0082 164.82 3.85 2.2155
0.0582 153.66 58.029999999999994 2.0105
0.048600000000000004 134.34 24.43 2.2005
0.0466 150.06 49.209999999999994 2.0845
0.013800000000000002 135.42 36.33 2.2495
0.025800000000000003 135.18 6.09 1.8785
0.10020000000000001 136.14 8.190000000000001 2.1205
0.1322 142.86 52.57 2.1035
0.0938 152.34 66.85 2.1845
0.0414 138.9 34.23 2.0455
0.1222 164.7 17.990000000000002 1.9765
0.041 128.1 24.99 1.9375
0.1738 151.5 13.09 1.9845
0.11499999999999999 140.46 66.71 2.0715
0.0714 132.18 17.85 2.1014999999999997
0.1706 169.14 4.41 1.9655
0.022600000000000002 142.62 48.09 2.2554999999999996
0.131 146.7 3.29 2.0244999999999997
0.003 177.9 51.03 1.8705
0.10500000000000001 125.34 22.61 2.0925
0.135 176.94 45.71 2.2024999999999997
0.1554 166.38 31.29 2.0535
0.1774 166.86 29.47 2.1955
0.0054 168.78 52.71 2.0075
0.1778 162.42 11.690000000000001 2.0364999999999998
0.1602 153.3 31.150000000000002 2.1635
0.18420000000000003 140.7 56.49 2.0975
0.0294 126.78 63.77 2.1464999999999996
0.05500000000000001 133.98 55.650000000000006 2.1574999999999998
0.0122 133.86 19.95 1.8885
0.063 141.42 50.89 2.2335
0.0822 135.06 46.830000000000005 2.0404999999999998
0.0902 142.02 43.61 2.1235
0.13620000000000002 129.9 58.449999999999996 2.1454999999999997
0.1674 129.3 67.55 2.1745
0.06580000000000001 165.78 59.15 1.9304999999999999
0.1394 157.38 14.77 2.1515
0.0978 166.5 52.29 2.1725
0.11299999999999999 148.62 31.990000000000002 2.2855
0.133 126.18 50.47 2.2624999999999997
0.0182 145.98 20.65 1.8615
0.031400000000000004 174.18 49.349999999999994 1.9415
0.1622 154.86 55.790000000000006 2.1315
0.15460000000000002 175.14 22.47 2.2215
0.1878 127.14 52.99 2.2455
0.1526 137.1 51.589999999999996 2.2834999999999996
0.1174 152.82 39.41 2.0225
0.10700000000000001 168.9 29.75 1.9365
0.0238 173.82 12.389999999999999 2.0095
0.0386 171.18 26.25 2.0475
0.17420000000000002 157.01999999999998 24.15 2.0705
0.0014000000000000002 159.54 27.23 2.1485
0.0854 145.26 0.7699999999999999 2.1555
0.1186 177.42 22.330000000000002 2.1374999999999997
0.1358 158.7 64.19 2.1784999999999997
0.11100000000000002 145.38 19.67 2.1325
0.07940000000000001 163.74 39.13 1.9275
0.0298 165.66 38.150000000000006 1.9835
0.129 146.46 64.61 2.1565
0.0766 150.66 42.21 2.0295
0.0862 124.38 35.63 2.1085
0.0838 175.02 55.230000000000004 2.0915
0.11140000000000001 166.62 15.89 2.1765
0.067 160.38 33.39 2.0385
0.09340000000000001 178.38 10.01 1.9795
0.009 160.62 30.73 2.2685
0.11259999999999999 167.22 46.27 1.9565
0.021 144.66 7.49 2.0795
0.1786 137.46 57.47 2.1985
0.1718 178.86 21.63 2.0854999999999997
0.0578 171.42000000000002 53.69 2.0145
0.0694 163.5 66.14999999999999 2.2135
0.1486 178.74 32.550000000000004 2.1475
0.167 163.26 33.949999999999996 2.2954999999999997
0.0646 164.94 2.45 1.9224999999999999
0.018600000000000002 157.62 20.79 1.9035
0.12340000000000001 171.06 42.35 2.0495
0.121 156.42000000000002 5.109999999999999 2.0865
0.13899999999999998 168.54000000000002 4.27 2.0615
0.0598 161.7 54.53 2.1544999999999996
0.028999999999999998 159.06 5.8100000000000005 1.9395
0.0942 122.94 46.550000000000004 2.2815
0.137 159.3 35.49 2.2295
0.1342 156.18 26.53 2.0415
0.1854 152.22 55.09 2.2384999999999997
0.1034 127.26 41.93 2.1905
0.09820000000000001 177.3 1.4700000000000002 2.0945
0.046200000000000005 144.9 16.73 2.1814999999999998
0.006200000000000001 149.82 11.97 1.9485
0.1638 150.78 42.49 2.2424999999999997
0.1474 145.14 53.13 2.2035
0.1414 165.54 2.0300000000000002 2.2994999999999997
0.0922 175.98000000000002 37.31 2.0035
0.0742 172.5 11.13 2.0595
0.1142 144.78 44.17 2.2175
0.0738 151.14 48.51 2.1734999999999998
0.09860000000000001 135.66 38.43 2.2645
0.0998 154.14 44.45 2.2824999999999998
0.08900000000000001 138.42 28.49 2.1935
0.1462 169.26 18.13 2.0934999999999997
0.1686 179.22 6.930000000000001 2.1774999999999998
0.061 141.54 26.810000000000002 2.1195
0.04580000000000001 173.22 0.49 2.0395
0.073 154.38 36.19 2.2255
0.1274 171.3 32.83 2.2144999999999997
0.039400000000000004 166.98000000000002 44.730000000000004 2.0745
0.07700000000000001 169.98 39.27 2.0875
0.1438 175.62 8.61 2.2565
0.10660000000000001 156.78 11.27 2.2525
0.033400000000000006 152.58 16.03 2.0204999999999997
0.0494 162.18 2.73 2.0885
0.06420000000000001 163.62 3.71 2.1864999999999997
0.0222 160.98000000000002 18.69 2.2165
0.0874 171.9 34.79 2.1835
0.1138 170.46 25.41 2.0515
0.0878 154.74 10.57 2.1595
0.030600000000000002 154.98 12.81 2.1214999999999997
0.0158 165.06 16.87 2.0765
0.0674 153.54000000000002 26.11 2.1494999999999997
0.055400000000000005 159.66 22.19 2.2914999999999996
0.10220000000000001 155.82 18.27 2.0775
0.09260000000000002 164.1 26.67 2.1254999999999997
0.0734 162.66 19.110000000000003 2.2015
0.0842 170.94 16.59 2.2744999999999997
0.017 171.78 16.17 2.1654999999999998
0.013400000000000002 170.57999999999998 13.23 2.2805
0.10260000000000001 177.78 6.79 2.2474999999999996
0.0634 175.74 6.51 2.2115
0.016200000000000003 174.66 1.75 2.1534999999999997
0.037 177.06 3.57 2.2845
0.0002 179.94 0.07 2.2405
