phi r1 r2
121.08500000000001 2.1285 2.1334999999999997
90.505 1.9555 1.8915
97.325 1.8245 1.9095
82.145 2.0444999999999998 1.9255
104.36500000000001 1.8445 2.2245
129.005 1.9605 1.8395000000000001
130.655 2.0244999999999997 2.0105
127.685 2.2485 2.1814999999999998
111.405 1.9025 2.2165
87.865 1.8075 2.0945
104.035 1.9135 2.2215
93.695 1.8685 2.1325
97.435 2.0755 2.2605
96.775 2.2125 2.2595
111.845 2.1715 1.9184999999999999
108.435 1.9565 2.2845
129.665 1.8055 2.2834999999999996
99.965 2.1405 2.2925
131.755 1.9975 2.1265
83.025 1.9475 2.2944999999999998
106.345 2.0135 1.8905
123.61500000000001 2.1235 1.9565
130.215 2.1115 1.9705
123.285 2.0705 2.0805
95.015 1.8455 2.2655
124.82499999999999 2.2885 2.1405
131.975 2.0615 2.1734999999999998
92.485 1.8205 2.2125
91.385 1.8745 1.8875
81.375 2.1544999999999996 1.9765
124.16499999999999 1.9245 1.8665
113.38499999999999 2.2695 1.9125
84.675 1.8555 2.1235
129.225 1.8945 2.0675
118.88499999999999 1.9435 2.2864999999999998
84.015 2.2605 2.0444999999999998
127.025 1.8105 2.1005
125.705 2.0675 2.0005
83.245 1.8375000000000001 1.8255000000000001
100.185 1.8975 1.8025
101.175 1.8705 1.9344999999999999
117.67500000000001 1.9395 1.8835
134.835 2.0465 2.2335
118.775 1.8895 1.9605
111.185 1.8325 2.2235
86.105 1.9235 1.8325
81.155 2.0075 2.2855
102.275 1.8815 2.0295
115.36500000000001 2.2944999999999998 2.2824999999999998
128.015 2.2455 1.9325
99.855 2.0835 1.8575
126.255 2.1845 1.9335
129.775 2.0475 2.2765
88.965 1.8485 1.9405000000000001
91.715 2.2645 2.2304999999999997
121.855 2.2925 1.8275000000000001
108.765 1.9165 1.9865
101.725 1.9825 2.0785
108.325 1.8645 2.0625
93.035 2.1635 2.1445
117.125 1.8775 2.0204999999999997
87.645 1.9275 2.0854999999999997
130.875 1.9344999999999999 2.2675
90.175 2.2935 2.1285
127.465 2.1854999999999998 2.1525
112.725 1.9915 2.2495
83.355 2.2024999999999997 1.8705
101.61500000000001 1.9665 2.1955
92.265 1.9645 2.1275
130.325 1.8605 2.1595
126.145 2.0115 1.9585
131.535 2.1065 1.8345
94.575 1.9304999999999999 2.2315
108.105 1.9875 2.2024999999999997
106.235 2.2565 2.2645
115.91499999999999 2.0635 2.0495
124.605 2.2864999999999998 2.2754999999999996
133.515 2.2304999999999997 2.0055
114.595 2.0665 2.2624999999999997
124.275 1.9325 2.2485
129.115 2.0915 2.2224999999999997
132.965 2.1925 2.0555
129.995 1.8505 2.2394999999999996
124.715 1.8235000000000001 2.1585
123.505 1.8435 2.2184999999999997
114.155 2.0215 1.8995
125.925 1.9945 2.0925
90.285 1.9585 2.2935
84.125 2.2595 2.2175
112.615 1.8915 2.1555
94.025 1.9965 2.2565
118.33500000000001 1.9445 2.1254999999999997
100.845 1.8885 1.8645
93.475 1.9184999999999999 2.1704999999999997
118.66499999999999 1.8475 2.1395
106.015 1.9695 1.9635
113.275 2.2015 2.1694999999999998
124.055 1.8625 2.0404999999999998
117.895 2.1595 1.9725
118.445 1.8385 2.0685
105.795 1.8195000000000001 2.1205
123.065 1.9685 1.9105
117.015 1.8635 2.2095
89.405 1.8695 2.1845
119.545 1.9295 2.0585
110.855 2.0355 1.9555
100.405 2.0155 1.8195000000000001
102.165 2.0564999999999998 1.9165
87.205 1.8215000000000001 1.8745
118.005 1.9255 2.2155
123.945 2.0435 1.8185
116.465 2.1734999999999998 2.1045
125.265 2.1134999999999997 1.8085
121.195 2.0895 1.8535
120.755 2.0265 2.1925
130.765 2.1525 2.2264999999999997
116.025 2.2664999999999997 1.8495
121.63499999999999 2.1294999999999997 2.0645
98.645 1.9055 1.9815
114.815 2.1254999999999997 2.0545
84.235 1.8735 1.8975
80.275 2.0955 2.2775
120.315 2.0284999999999997 2.0065
120.095 1.9815 2.2375
105.245 2.0695 2.1975
130.985 2.1395 2.0265
84.895 2.0725 1.8115
119.435 2.2775 2.2344999999999997
89.295 1.9785 1.8225
112.945 2.0345 2.1905
97.215 1.9315 1.8965
109.205 2.2474999999999996 2.2005
112.175 1.8415 2.1094999999999997
121.525 2.0275 2.2784999999999997
80.165 2.1245 1.8545
107.885 2.0095 2.1435
88.195 1.9075 1.9615
109.64500000000001 2.1825 2.0975
120.86500000000001 2.0364999999999998 1.8955
128.235 2.1075 2.2895
83.575 1.9035 2.1825
80.385 2.0965 2.2144999999999997
105.465 2.1784999999999997 2.2984999999999998
123.83500000000001 2.2754999999999996 1.9965
116.355 1.8905 2.0985
128.345 2.1875 1.9935
120.975 2.0775 2.2405
87.315 2.0645 2.2205
87.755 2.0195 2.2704999999999997
119.215 2.0084999999999997 2.0995
131.205 2.2575 2.1075
104.475 2.0484999999999998 2.2975
96.995 1.9635 1.9625
112.83500000000001 2.2175 1.8765
124.495 2.1454999999999997 2.2525
81.595 1.9105 1.9425
116.245 2.1334999999999997 1.8515
106.455 2.2675 1.9145
124.385 2.2165 2.2504999999999997
87.535 2.0535 1.9915
106.895 2.0655 1.8365
115.14500000000001 2.1125 1.9205
110.745 1.9525 2.1494999999999997
104.145 2.1374999999999997 2.1614999999999998
85.225 2.1225 2.0895
90.83500000000001 1.9535 2.0315
82.695 1.9375 1.8865
120.425 2.1814999999999998 2.2885
110.305 2.1414999999999997 2.1915
91.935 2.0625 2.2965
119.655 2.0875 2.1795
85.445 2.1315 2.1895
85.115 2.2535 1.9465
117.45500000000001 2.2504999999999997 2.1805
125.595 2.2405 2.0745
109.86500000000001 1.9125 2.1014999999999997
107.555 1.9545 2.0595
83.795 2.1915 2.2384999999999997
90.395 2.2584999999999997 2.0045
119.32499999999999 2.0055 1.9485
107.66499999999999 2.0934999999999997 1.9295
104.58500000000001 2.0025 2.0155
122.955 2.2285 2.1315
115.58500000000001 2.0585 2.1374999999999997
107.775 2.0985 2.2735
87.425 1.9615 2.1725
82.365 2.0015 2.1885
91.165 2.1145 2.2615
110.635 2.1035 1.8735
88.745 2.2155 2.2015
113.935 1.9865 1.9835
80.935 1.9085 2.1245
104.255 2.1265 1.8825
92.375 2.1605 2.0795
107.115 2.2495 2.1174999999999997
112.505 2.1675 2.0125
95.455 1.9715 1.8505
113.055 1.9845 2.0835
108.215 2.1195 1.9975
116.575 2.1515 2.2455
101.83500000000001 2.2735 2.0845
85.775 2.2215 2.1134999999999997
110.525 2.1805 2.2554999999999996
86.765 2.1944999999999997 2.0145
109.095 2.2904999999999998 1.8605
99.085 2.0975 2.1454999999999997
81.485 2.1725 1.8155000000000001
91.825 2.0415 1.8435
100.075 2.1105 2.2064999999999997
111.07499999999999 2.0164999999999997 2.0324999999999998
89.625 2.2275 2.0615
107.995 2.1665 1.8095
105.575 2.1995 2.1765
113.16499999999999 2.2954999999999997 2.1565
105.355 2.1435 2.2355
96.115 2.0854999999999997 1.8045
92.925 2.2815 1.9025
121.965 2.2095 1.9825
82.805 2.0204999999999997 2.0235
103.375 2.2035 2.2424999999999997
93.805 2.0125 2.1675
117.235 2.2615 2.1185
92.705 2.2424999999999997 2.1574999999999998
84.455 2.1885 1.9315
82.035 1.9515 2.0164999999999997
109.315 2.0785 2.1195
87.095 2.1355 1.8175000000000001
80.825 1.9705 2.1355
102.495 2.2784999999999997 1.8455
95.565 2.2045 2.0385
82.915 1.9725 2.0755
84.565 1.9855 1.9235
93.585 2.0885 2.2085
98.095 2.0225 1.8785
95.675 2.2824999999999998 1.9715
115.695 2.2355 1.9885
107.005 2.2195 1.8425
119.765 2.2515 2.0415
100.625 2.2384999999999997 2.1965
85.005 2.2975 1.9015
82.475 2.0995 2.1425
85.335 2.0404999999999998 1.8655
96.555 2.0685 1.9905
88.41499999999999 2.0065 2.0575
98.205 2.2055 2.1475
102.055 2.2115 2.0955
103.595 2.2144999999999997 2.0095
90.945 1.9905 1.9475
113.495 2.2634999999999996 2.0655
103.705 2.1505 2.0915
83.465 2.0385 2.1294999999999997
92.595 2.0715 2.1485
89.075 2.0555 2.0965
106.675 2.0455 2.0715
93.915 2.0425 1.9245
110.19500000000001 2.2255 2.0255
97.765 2.1464999999999996 1.8075
96.66499999999999 2.1425 2.0335
87.975 2.0765 1.9115
107.445 2.2544999999999997 1.9755
92.155 2.0815 2.0465
103.265 2.0925 2.0435
101.395 2.1755 1.8525
94.245 2.2245 1.9264999999999999
102.38499999999999 2.2965 1.9645
103.485 2.1534999999999997 2.0284999999999997
99.305 2.1645 1.9795
100.515 2.2375 1.9505
90.615 2.1205 1.9995
100.955 2.1045 1.9575
95.785 2.1025 1.9155
90.065 2.1305 1.9375
99.41499999999999 2.1835 1.9195
101.945 2.2295 1.8845
85.995 2.1445 1.8885
91.275 2.1685 1.8555
81.705 2.2624999999999997 1.8585
96.33500000000001 2.2344999999999997 1.8475
89.735 2.2235 1.8285
86.435 2.2765 1.8135000000000001
80.055 2.2994999999999997 1.8005
