phi1 phi2 r1 r2
171.835 161.715 1.8045 1.9855
159.875 162.405 2.1365 1.8795
98.925 101.91499999999999 2.2615 1.9965
155.505 172.29500000000002 2.1285 2.0404999999999998
134.345 123.535 2.2935 1.9605
128.825 146.075 2.0375 2.1805
71.555 169.765 2.2525 1.8865
153.66500000000002 101.685 1.9665 2.1595
176.665 97.775 2.2584999999999997 2.1854999999999998
106.515 148.83499999999998 1.9745 1.8655
173.905 173.445 1.9585 2.1454999999999997
143.085 125.83500000000001 2.2365 2.2384999999999997
86.045 176.89499999999998 2.2874999999999996 2.2205
170.45499999999998 113.185 1.9485 1.8315000000000001
179.195 167.235 2.1624999999999996 1.8235000000000001
77.075 132.505 2.2714999999999996 2.2885
68.565 80.065 2.1995 2.2685
113.41499999999999 84.895 2.2925 1.9235
135.725 80.985 1.8835 2.1094999999999997
157.115 178.505 2.0755 2.1315
85.815 122.155 2.2624999999999997 1.9015
128.135 175.975 2.0925 2.2944999999999998
118.245 67.875 2.0595 1.8015
86.965 126.98500000000001 2.0305 2.2855
169.995 128.595 2.2834999999999996 2.0315
67.185 149.29500000000002 2.2975 1.9165
168.385 161.485 2.2535 1.8305
130.665 95.705 1.8425 2.1795
70.405 110.885 2.0665 2.0685
78.225 158.495 2.1585 1.9035
75.465 99.61500000000001 2.0235 2.1534999999999997
176.435 68.335 1.9235 2.0005
159.64499999999998 140.555 2.2215 2.0995
119.395 172.985 2.0444999999999998 1.9845
150.215 157.805 1.8185 2.1035
121.465 142.16500000000002 1.8015 2.0745
172.065 100.765 2.1134999999999997 2.1075
116.86500000000001 69.255 2.2115 2.1565
165.625 158.265 1.8745 2.1895
67.415 122.38499999999999 2.1805 2.2135
132.965 119.395 1.9555 1.9795
137.10500000000002 162.865 2.2495 1.9415
174.595 66.035 2.0975 1.8535
103.065 148.14499999999998 2.2195 2.2965
150.675 149.985 2.0645 2.2144999999999997
157.345 167.005 1.8055 2.2975
171.145 170.685 2.2645 2.0645
160.79500000000002 83.975 2.2445 1.8685
102.605 135.725 2.0835 2.2375
152.055 76.845 2.1405 1.8345
97.54499999999999 179.195 2.1965 1.8915
173.445 151.365 1.9715 2.2235
142.625 143.315 1.9545 2.2045
154.35500000000002 128.365 2.0435 2.1045
124.225 155.04500000000002 2.1125 2.2464999999999997
107.435 73.395 2.2344999999999997 1.8555
144.925 148.60500000000002 2.2765 2.2104999999999997
100.995 169.535 2.2255 2.1765
84.435 140.785 2.2125 2.0965
115.485 146.305 2.2864999999999998 1.8705
120.08500000000001 70.175 2.1435 2.2504999999999997
155.965 107.205 1.8405 2.2544999999999997
161.255 73.16499999999999 1.8575 2.1165
76.385 71.785 2.0765 1.8045
80.295 141.47500000000002 2.2695 2.1915
155.735 115.025 2.1715 2.1975
144.235 108.58500000000001 2.0895 2.1624999999999996
152.285 136.185 1.9245 2.0905
149.29500000000002 118.935 1.9955 2.2624999999999997
175.745 97.08500000000001 1.9285 2.0164999999999997
139.175 73.855 2.1835 2.0115
124.685 92.485 1.9615 2.1925
172.29500000000002 153.20499999999998 1.9045 1.9375
169.535 84.665 1.8325 1.8675
164.245 177.125 1.9405000000000001 2.2394999999999996
153.89499999999998 79.605 1.9304999999999999 2.2584999999999997
160.105 160.565 2.0244999999999997 1.8635
178.735 119.16499999999999 1.9995 2.0475
143.775 95.475 2.0065 2.2725
138.025 163.095 2.1294999999999997 2.1475
102.375 158.03500000000003 2.1065 2.2024999999999997
88.805 123.305 1.9915 2.0735
81.445 75.465 1.9945 2.0925
147.225 88.11500000000001 2.1174999999999997 2.2415
153.20499999999998 176.665 2.0635 1.9515
115.255 143.775 2.2384999999999997 1.9675
79.83500000000001 128.825 2.0854999999999997 2.1294999999999997
179.425 106.285 1.8495 2.2285
146.535 166.775 2.2855 1.8525
80.985 69.715 2.1944999999999997 1.8765
159.415 157.115 2.2005 2.2035
125.375 81.905 1.8175000000000001 2.2595
84.895 175.055 1.9115 2.1965
90.875 92.945 1.9224999999999999 2.0345
157.805 172.755 2.2904999999999998 2.2095
78.685 94.095 1.8245 2.0295
141.015 130.665 2.1275 2.1445
130.89499999999998 173.21499999999997 1.9455 2.2175
69.255 162.175 2.2914999999999996 2.2914999999999996
135.035 70.635 2.1305 1.9175
73.855 178.735 2.0415 2.2125
126.295 167.465 2.2245 2.1425
148.83499999999998 123.075 2.2235 1.8565
178.27499999999998 151.825 1.9925 2.0775
110.42500000000001 173.905 1.8295000000000001 2.2634999999999996
151.825 166.54500000000002 2.2435 2.1225
176.89499999999998 142.625 1.8265 2.1464999999999996
66.265 176.20499999999998 2.1245 2.1385
142.85500000000002 154.815 2.1235 1.9465
168.615 178.04500000000002 2.0425 2.0444999999999998
164.935 72.015 2.1425 1.9535
80.525 112.495 2.1045 2.2295
71.325 178.965 1.9565 1.9595
125.14500000000001 115.945 1.8565 1.8715
164.70499999999998 74.315 2.2685 2.2315
108.815 159.415 2.1745 1.9215
71.095 124.455 2.2474999999999996 1.8185
165.85500000000002 129.055 2.2415 1.9365
103.985 108.35499999999999 1.8825 2.2714999999999996
77.765 67.185 2.0695 2.1864999999999997
179.885 83.515 2.1955 2.0615
144.005 92.255 2.1574999999999998 1.9065
146.075 154.585 2.2224999999999997 2.0364999999999998
96.625 147.45499999999998 2.1905 2.0125
163.095 96.39500000000001 2.2605 1.9575
117.325 129.28500000000003 2.1925 1.8325
119.625 92.025 2.0705 1.8055
107.66499999999999 132.965 2.2984999999999998 2.2815
124.91499999999999 105.595 2.2824999999999998 1.8195000000000001
75.005 78.91499999999999 1.9135 1.8225
168.845 111.345 2.2544999999999997 1.8665
131.125 116.63499999999999 2.0785 2.2784999999999997
177.815 116.405 2.1665 1.8285
122.155 79.83500000000001 2.2424999999999997 2.0695
95.245 127.67500000000001 2.2895 2.0845
128.595 78.685 2.1725 1.8105
156.425 78.455 2.2965 2.0535
81.905 71.325 1.9445 2.2445
175.975 89.265 2.2175 2.2754999999999996
109.735 114.10499999999999 2.2325 2.2765
89.265 167.695 2.2295 1.9825
84.665 175.515 2.1885 2.1125
72.015 131.355 2.2885 2.0575
106.055 105.365 2.2055 2.0795
166.775 72.475 2.1534999999999997 2.2874999999999996
92.715 170.45499999999998 2.1265 1.9625
140.785 168.155 1.9755 1.8385
179.655 147.915 2.0885 2.1185
89.035 129.745 2.1654999999999998 2.2775
75.925 81.445 2.1645 1.9955
171.60500000000002 93.635 2.1475 1.8115
174.825 70.405 2.2735 2.1085
160.33499999999998 121.695 2.1355 2.0465
143.315 68.105 1.9685 2.0915
74.775 96.855 2.2064999999999997 2.0655
138.715 144.235 2.2655 1.8485
122.845 129.975 1.9675 1.8805
140.555 66.265 2.0845 2.2935
123.075 173.675 2.0364999999999998 2.1055
67.645 168.385 2.2285 2.1685
148.14499999999998 175.285 1.9905 2.0244999999999997
175.055 153.435 2.1025 2.0145
121.925 162.635 2.1214999999999997 1.8495
178.04500000000002 89.035 2.0934999999999997 1.9615
158.265 65.115 2.0204999999999997 1.8395000000000001
120.315 77.075 2.0255 1.9135
125.83500000000001 106.055 1.8035 2.0305
75.235 156.195 2.2015 2.2495
138.485 65.575 1.9735 1.9045
117.555 169.075 1.8485 1.8935
158.03500000000003 109.965 2.1105 1.8475
101.225 82.595 2.1774999999999998 1.9304999999999999
88.575 67.645 1.9395 1.8985
92.255 177.35500000000002 2.0715 2.2744999999999997
162.635 93.865 2.0524999999999998 2.1935
112.265 65.345 1.8765 1.8265
106.975 83.285 1.9835 1.8405
167.925 139.635 1.8195000000000001 1.9475
76.615 104.445 2.0005 2.2575
132.735 154.35500000000002 2.0135 1.9085
136.41500000000002 138.255 2.1755 1.8965
68.335 161.02499999999998 2.2405 2.0265
126.525 101.225 2.2704999999999997 2.1065
156.195 154.125 2.0815 2.1145
148.375 67.415 2.1935 2.2355
104.215 159.64499999999998 2.0545 1.9264999999999999
132.27499999999998 141.935 2.1555 2.0284999999999997
70.635 169.305 1.8095 1.8775
145.615 172.065 1.8945 2.2845
177.125 125.14500000000001 1.9815 1.9125
95.705 88.805 2.1685 2.1305
77.535 118.015 2.2144999999999997 2.0155
111.345 70.865 1.8225 2.1505
163.555 97.54499999999999 1.8545 1.9505
131.815 102.375 2.2675 2.0035
154.585 90.875 2.1505 2.0225
82.595 79.375 2.0795 1.9095
163.785 123.765 1.8075 2.1755
119.85499999999999 122.845 2.2845 2.1715
155.275 132.735 2.1334999999999997 1.9495
173.675 102.83500000000001 2.0484999999999998 1.8895
119.16499999999999 145.615 2.2504999999999997 2.1195
134.805 73.625 2.2394999999999996 1.8845
129.745 104.675 2.1795 1.8415
107.205 66.725 2.0915 2.0484999999999998
136.64499999999998 97.315 2.2554999999999996 1.9005
74.08500000000001 140.325 2.2275 1.9785
174.135 91.33500000000001 1.8155000000000001 2.1105
166.08499999999998 90.645 2.0215 2.0945
147.45499999999998 111.575 2.2135 1.9585
171.375 107.89500000000001 1.8875 2.1365
69.715 144.695 2.1315 2.0135
133.195 109.275 1.9275 1.8075
85.125 159.185 1.8395000000000001 1.8065
118.935 114.565 2.0045 2.2255
164.475 135.495 1.9155 2.1814999999999998
123.305 94.785 2.1115 2.1745
102.14500000000001 135.035 2.2355 2.1774999999999998
85.355 87.425 2.0515 2.2984999999999998
105.13499999999999 103.525 2.2184999999999997 2.1845
113.185 125.375 2.1734999999999998 1.9335
151.595 103.755 1.8085 2.0255
165.39499999999998 69.485 2.1765 2.1174999999999997
69.025 133.425 1.8135000000000001 2.2695
142.16500000000002 74.08500000000001 2.1694999999999998 2.1405
112.495 98.695 2.0735 2.0495
174.365 65.805 1.9605 1.9025
104.445 174.135 1.9195 1.9425
117.095 174.595 1.8585 2.0854999999999997
126.065 81.675 1.9975 2.0564999999999998
129.975 159.875 1.8335000000000001 2.2904999999999998
92.945 77.305 1.8445 1.8465
79.605 117.555 1.9255 1.8155000000000001
92.485 166.315 1.9785 2.2895
129.515 100.535 2.1414999999999997 2.0175
147.915 72.245 2.0775 2.0955
72.245 71.555 1.8725 1.9355
142.395 91.565 2.0604999999999998 2.0385
149.985 132.27499999999998 2.0095 1.8175000000000001
144.695 126.065 1.8705 2.1905
139.405 126.755 2.0955 1.8505
78.455 156.885 2.0995 2.2735
98.235 121.005 2.1515 2.1885
172.755 138.485 2.0225 1.9935
123.995 74.545 1.9175 2.2485
145.385 86.275 1.8905 1.9885
78.91499999999999 153.66500000000002 2.0875 2.1694999999999998
65.575 137.79500000000002 2.1845 1.8755
134.115 121.925 2.1385 1.9715
146.305 71.095 1.8065 1.9075
112.035 95.245 1.8695 2.0625
130.435 120.545 1.9885 2.1374999999999997
125.605 142.85500000000002 1.8965 2.2535
90.185 87.885 2.1464999999999996 1.8445
167.005 84.435 1.9595 1.8425
138.945 69.025 1.9965 2.2365
135.265 160.105 1.8625 2.1734999999999998
101.455 108.815 2.1565 1.8245
162.865 118.245 2.0585 1.9765
138.255 93.405 1.8145 1.9295
159.185 109.045 1.9765 1.9255
127.215 83.745 2.0615 2.2525
81.675 124.225 2.1085 2.0084999999999997
103.295 170.91500000000002 1.9525 1.8295000000000001
66.495 104.215 2.1494999999999997 1.8695
156.655 152.97500000000002 1.9725 2.0335
108.58500000000001 80.755 1.9575 2.1254999999999997
163.325 88.345 2.0035 1.9705
152.97500000000002 103.065 1.9795 2.0375
87.195 75.695 2.1395 2.2435
141.935 132.04500000000002 2.0195 1.9195
137.33499999999998 144.925 2.0395 2.0815
118.015 126.525 2.1035 2.1585
126.755 103.985 2.0535 1.8905
80.065 99.845 2.0185 1.9945
126.98500000000001 138.945 1.8915 2.1494999999999997
89.725 138.025 2.1854999999999998 1.8875
72.475 155.735 1.8555 2.0045
161.485 113.875 1.8925 2.0435
152.515 131.125 1.8845 1.9805
97.315 86.735 1.8505 2.1944999999999997
83.515 86.965 2.0055 1.8335000000000001
90.645 92.715 1.9645 1.9224999999999999
105.595 150.445 2.1675 1.8145
91.33500000000001 164.245 1.8115 2.2165
108.125 112.725 2.0345 2.1275
145.845 85.125 2.0075 1.8625
82.365 120.315 2.1155 1.8885
99.845 152.055 1.8415 1.9835
107.89500000000001 68.795 1.8855 1.9815
109.045 146.995 1.9515 2.0075
102.83500000000001 127.44500000000001 2.1055 2.0585
73.395 76.385 1.9085 2.0324999999999998
109.505 119.85499999999999 2.0404999999999998 1.9155
111.575 79.145 1.8235000000000001 1.9105
127.905 109.735 1.9015 2.1005
95.475 130.89499999999998 2.1225 1.8125
135.95499999999998 93.175 1.9205 1.8855
122.61500000000001 102.14500000000001 1.8815 1.9545
88.11500000000001 116.17500000000001 2.0455 1.8005
96.165 165.625 2.0385 2.0215
83.745 179.425 1.8775 1.9145
66.955 137.565 2.0564999999999998 1.8595
109.965 68.565 2.0725 2.1515
93.405 134.115 2.0084999999999997 2.1645
82.13499999999999 112.265 1.9005 2.0985
103.755 77.535 2.0625 2.2455
87.885 160.33499999999998 1.9375 1.8955
127.44500000000001 129.515 2.0465 1.9995
98.695 100.305 1.8165 1.8095
105.365 111.11500000000001 1.9465 1.9395
74.545 89.955 1.8805 2.1155
110.195 155.505 2.0745 2.0865
65.345 118.70500000000001 1.9775 1.8925
72.705 138.715 1.9935 1.9405000000000001
141.245 151.135 1.9184999999999999 1.9725
70.175 115.715 1.9075 2.2645
76.845 147.225 1.9365 1.8205
82.825 131.58499999999998 1.8025 1.9555
94.095 168.615 2.0495 2.1355
88.345 135.265 1.8285 1.8135000000000001
90.41499999999999 123.995 1.9875 1.8815
115.945 133.885 2.0265 2.0885
116.63499999999999 90.185 1.8865 1.8215000000000001
91.105 83.055 2.0015 2.1835
81.215 94.325 1.9215 2.2064999999999997
72.935 166.08499999999998 1.9385 2.0555
105.82499999999999 115.255 1.8475 1.9925
104.675 110.42500000000001 1.9025 1.8435
98.005 98.925 1.8205 1.9275
124.455 139.405 1.8645 1.9915
71.785 100.07499999999999 1.8315000000000001 2.2344999999999997
114.33500000000001 127.215 1.9165 2.0524999999999998
89.495 114.795 1.8435 2.2015
77.995 144.46499999999997 1.9805 2.1025
106.285 110.655 1.8955 2.1485
100.765 126.295 1.8345 2.1014999999999997
87.425 117.325 1.8465 1.8825
83.285 136.41500000000002 1.9055 1.9055
66.725 150.215 1.9895 2.2085
85.58500000000001 136.875 1.8895 2.0095
104.905 164.475 1.9635 2.1704999999999997
108.35499999999999 145.155 1.9425 2.1134999999999997
93.175 171.145 1.8515 2.0755
95.935 152.285 1.8985 2.2605
91.795 147.685 1.8665 2.0975
73.16499999999999 155.965 1.8995 2.1435
68.795 139.175 1.9295 2.2805
74.315 155.275 1.8535 2.2655
67.875 171.835 1.8375000000000001 2.1985
65.115 179.885 1.8005 2.2994999999999997
