nearSideRingsShift remoteCentralRingShift nearSideRingsTurn nearCentralRingShift remoteSideRingsShiftAdd remoteSideRingsTurn
-0.4625 0.02749999999999997 -11.967500000000001 -0.0025000000000000022 0.3475 -8.592500000000001
-0.35750000000000004 -0.2625 -15.747499999999999 -0.012500000000000011 0.3975 -2.3825000000000003
-0.4475 -0.10749999999999998 1.6675000000000004 -0.4725 0.0325 -6.567500000000001
-0.0675 -0.21750000000000003 6.2575 -0.11249999999999999 0.4375 -1.8425000000000011
0.2975 -0.1325 -10.2125 -0.2875 0.8625 2.477499999999999
0.26249999999999996 0.0675 0.5874999999999986 0.4275 0.8225 -13.9925
0.49250000000000005 0.49250000000000005 -5.892500000000002 -0.0625 0.4525 -1.5725000000000016
-0.2375 -0.35250000000000004 4.502499999999998 0.14749999999999996 0.8475 3.557500000000001
0.15249999999999997 0.35250000000000004 -1.1675000000000004 0.12749999999999995 0.6425 -18.4475
0.13749999999999996 0.24250000000000005 -8.0525 0.2975 0.8925 -14.2625
-0.057499999999999996 0.4675 -19.5275 0.35750000000000004 0.3375 0.047500000000002984
-0.4075 -0.09250000000000003 -16.6925 0.3375 0.7925 6.662500000000001
0.16749999999999998 -0.07750000000000001 -18.1775 -0.3075 0.2475 -18.0425
-0.14750000000000002 -0.3275 -3.8674999999999997 -0.2475 0.8325 -10.3475
-0.027500000000000024 0.0625 2.477499999999999 -0.2525 0.8075 4.232499999999998
0.3225 0.1875 -12.7775 -0.21750000000000003 0.1375 -11.6975
-0.4725 -0.3875 -11.5625 -0.03749999999999998 0.4425 -18.1775
-0.07250000000000001 0.04749999999999999 -11.4275 0.03749999999999998 0.4725 -7.782499999999999
-0.1325 0.24750000000000005 -9.4025 -0.1175 0.5125 0.5874999999999986
0.23750000000000004 -0.1775 -12.642499999999998 -0.2375 0.8025 -16.2875
0.4425 -0.3025 -16.2875 -0.22249999999999998 0.4825 -13.4525
0.04249999999999998 -0.2575 -1.7074999999999996 -0.3625 0.7425 -19.5275
-0.16749999999999998 -0.4525 -6.432500000000001 0.23750000000000004 0.1575 -4.9475
0.07750000000000001 -0.3375 -8.592500000000001 0.26249999999999996 0.1225 -13.7225
0.39249999999999996 -0.1375 -2.517500000000002 -0.20750000000000002 0.2225 -15.0725
0.057499999999999996 0.26749999999999996 -19.9325 -0.09749999999999998 0.9725 5.177499999999998
0.4125 0.16749999999999998 -10.4825 -0.4225 0.1025 -0.8975000000000009
0.1825 -0.4875 6.122500000000002 -0.4425 0.6775 -4.137499999999999
-0.1375 0.13249999999999995 -16.4225 -0.2575 0.7775 0.182500000000001
-0.09250000000000003 -0.03249999999999997 -4.6775 0.15749999999999997 0.0025 6.2575
0.23250000000000004 -0.07250000000000001 -3.192499999999999 -0.017500000000000016 0.5925 -6.162500000000001
0.16249999999999998 -0.2825 -15.4775 0.3425 0.5325 -15.6125
0.2025 -0.4975 -16.1525 0.15249999999999997 0.7475 -0.6274999999999977
-0.14250000000000002 -0.1725 -12.102500000000001 -0.3825 0.8525 4.907499999999999
0.10750000000000004 0.10250000000000004 1.5324999999999989 0.39749999999999996 0.1125 6.797500000000003
-0.10249999999999998 0.03749999999999998 -4.137499999999999 0.1775 0.7275 -4.8125
0.22750000000000004 -0.27249999999999996 5.0425 0.09250000000000003 0.3675 -8.9975
0.3025 0.12749999999999995 4.0975 0.13749999999999996 0.0675 -5.892500000000002
0.4075 -0.08750000000000002 1.9375 0.34750000000000003 0.2275 -11.157499999999999
-0.2625 -0.11249999999999999 -7.512499999999999 0.4225 0.7975 1.2624999999999993
0.14249999999999996 -0.03749999999999998 -16.0175 -0.3725 0.2925 -7.3774999999999995
0.1925 0.23750000000000004 -17.3675 -0.15250000000000002 0.1925 -1.1675000000000004
-0.08250000000000002 -0.3175 -12.5075 0.05249999999999999 0.9075 -2.2475000000000023
0.20750000000000002 -0.15749999999999997 -0.7624999999999993 -0.4375 0.8275 -9.4025
-0.2875 -0.4125 -17.9075 0.3075 0.3925 5.5825
-0.4375 -0.1175 -14.532499999999999 -0.007500000000000007 0.0425 0.9924999999999997
0.08750000000000002 -0.15250000000000002 4.637499999999999 0.38749999999999996 0.5725 -11.967500000000001
0.3275 0.1725 -9.2675 0.37250000000000005 0.3125 2.2074999999999996
-0.1225 -0.04749999999999999 -3.732499999999998 -0.35750000000000004 0.3875 1.1274999999999977
0.02749999999999997 0.3075 -7.1075 0.4075 0.0825 -4.6775
0.03249999999999997 -0.007500000000000007 -13.7225 0.47250000000000003 0.9275 1.8024999999999984
0.2825 0.1825 -17.0975 -0.26749999999999996 0.7025 5.852499999999999
0.05249999999999999 0.4425 -6.027500000000002 0.09750000000000003 0.0875 -19.1225
-0.05249999999999999 -0.4475 -14.8025 -0.1925 0.4325 6.392500000000002
0.22250000000000003 -0.16249999999999998 5.717500000000001 -0.04749999999999999 0.9375 1.6675000000000004
-0.03249999999999997 -0.4775 3.017500000000002 0.4475 0.6175 5.987500000000001
-0.3675 -0.4825 -1.9774999999999991 -0.0675 0.1175 -11.5625
-0.22249999999999998 -0.14250000000000002 -10.3475 0.0675 0.2525 -17.9075
0.26749999999999996 -0.21250000000000002 2.7475000000000023 0.36250000000000004 0.0575 -19.9325
-0.23249999999999998 -0.34750000000000003 -4.9475 -0.4075 0.1475 -4.5425
-0.1175 0.22250000000000003 -4.407499999999999 -0.2025 0.0925 -18.7175
0.25749999999999995 0.022499999999999964 -17.6375 0.21750000000000003 0.8125 -12.642499999999998
-0.1825 -0.4925 -15.6125 0.27749999999999997 0.5425 -17.2325
-0.15250000000000002 -0.40249999999999997 6.932500000000001 0.04749999999999999 0.4225 -10.4825
0.03749999999999998 0.0024999999999999467 -2.1125000000000007 0.4175 0.9625 0.8574999999999982
0.3425 0.012499999999999956 -8.3225 -0.03249999999999997 0.9825 -11.8325
0.12250000000000005 -0.4175 -8.9975 0.08750000000000002 0.5075 -10.8875
0.1875 -0.4625 -7.647499999999999 -0.3175 0.9525 -9.2675
0.47750000000000004 -0.4375 -13.4525 -0.4525 0.9125 1.5324999999999989
-0.1875 -0.23249999999999998 5.447500000000002 0.3325 0.3325 -16.4225
0.35750000000000004 -0.08250000000000002 -6.702500000000001 0.4525 0.4075 -6.9725
-0.3825 0.4075 -19.6625 -0.3025 0.6075 -15.8825
-0.017500000000000016 0.25749999999999995 5.177499999999998 -0.34750000000000003 0.5975 -10.2125
0.25249999999999995 0.08250000000000002 2.8825000000000003 0.24250000000000005 0.5675 -0.7624999999999993
-0.1925 -0.4275 -7.782499999999999 -0.2625 0.5825 -18.8525
0.4525 -0.017500000000000016 -19.2575 -0.15749999999999997 0.0075 -19.7975
-0.2575 0.057499999999999996 -18.9875 -0.05249999999999999 0.7125 -15.4775
-0.3375 -0.4225 6.392500000000002 0.4125 0.4775 -5.487500000000001
-0.2475 -0.1925 -16.5575 -0.10749999999999998 0.0475 -12.2375
-0.04249999999999998 -0.4075 -4.8125 0.21250000000000002 0.4975 3.1525
-0.07750000000000001 0.4325 -9.6725 -0.4475 0.6375 -1.9774999999999991
0.09750000000000003 -0.027500000000000024 -0.6274999999999977 -0.04249999999999998 0.4475 3.2875000000000014
0.4475 0.4175 -5.217500000000001 0.27249999999999996 0.7075 -13.5875
0.24750000000000005 0.36250000000000004 -6.8375 -0.027500000000000024 0.8725 -7.647499999999999
0.3325 0.25249999999999995 0.452499999999997 0.11750000000000005 0.9925 -17.0975
0.49750000000000005 0.22750000000000004 -2.2475000000000023 -0.1375 0.7325 -17.5025
-0.21250000000000002 0.4625 4.3675 0.25749999999999995 0.2975 -1.3024999999999984
-0.08750000000000002 0.2825 -10.0775 -0.3675 0.2675 -5.0825
-0.2975 0.1925 -16.9625 0.25249999999999995 0.2875 -3.327499999999997
0.01749999999999996 0.27249999999999996 -18.4475 -0.057499999999999996 0.1425 -10.7525
-0.4775 -0.16749999999999998 -14.9375 0.4625 0.2325 -16.9625
0.4325 0.1775 -1.8425000000000011 0.012499999999999956 0.6625 4.3675
0.3175 0.03249999999999997 4.907499999999999 -0.2975 0.1975 3.422500000000003
0.07250000000000001 -0.1825 3.9624999999999986 -0.3425 0.4925 -9.8075
-0.0025000000000000022 -0.09749999999999998 -17.7725 -0.1725 0.3775 1.3975000000000009
0.4375 -0.4725 -14.6675 0.11250000000000004 0.5375 -17.6375
-0.4425 0.21750000000000003 -18.5825 -0.4825 0.7175 2.8825000000000003
-0.20750000000000002 -0.10249999999999998 5.987500000000001 -0.40249999999999997 0.7725 -10.617500000000001
-0.4225 -0.20750000000000002 6.662500000000001 0.08250000000000002 0.5025 -3.057500000000001
0.36750000000000005 -0.012500000000000011 0.317499999999999 -0.3975 0.0775 -5.6225000000000005
-0.1775 0.15749999999999997 -19.3925 -0.2825 0.1275 -0.35749999999999815
0.08250000000000002 -0.0625 -6.297500000000001 -0.09250000000000003 0.9425 -3.8674999999999997
0.0625 0.4125 -9.9425 0.4375 0.5625 -14.532499999999999
0.4275 0.4475 -8.8625 0.1825 0.6575 4.502499999999998
0.2925 0.15249999999999997 -8.4575 0.4575 0.9475 -3.4624999999999986
-0.3625 0.09750000000000003 -10.8875 0.12250000000000005 0.6925 1.9375
-0.3875 0.37749999999999995 -18.7175 0.057499999999999996 0.0525 -8.1875
0.007499999999999951 -0.3225 6.797500000000003 -0.4625 0.2625 -1.4375
0.4575 0.09250000000000003 0.182500000000001 0.1725 0.5275 -19.3925
-0.22749999999999998 0.11250000000000004 0.7225000000000001 -0.3225 0.4625 -16.8275
0.1975 0.12250000000000005 -7.9175 0.07750000000000001 0.0375 -6.702500000000001
0.1775 0.37250000000000005 -17.2325 0.26749999999999996 0.9675 3.692499999999999
0.15749999999999997 0.04249999999999998 -9.8075 -0.3275 0.2825 5.0425
-0.3175 0.4225 -0.35749999999999815 0.16249999999999998 0.3225 -16.0175
-0.15749999999999997 0.4275 -4.5425 0.4325 0.5475 -2.922500000000003
-0.26749999999999996 0.3425 -17.5025 0.40249999999999997 0.8875 0.317499999999999
-0.4875 -0.1875 -3.4624999999999986 0.16749999999999998 0.6725 -19.2575
-0.2925 0.40249999999999997 5.3125 0.38249999999999995 0.5875 5.3125
0.3075 -0.3725 6.5275 -0.4775 0.1725 5.717500000000001
0.37250000000000005 0.11750000000000005 -5.6225000000000005 0.4425 0.0275 -7.512499999999999
-0.2025 -0.3975 0.9924999999999997 -0.27249999999999996 0.3825 -14.6675
0.47250000000000003 0.3225 5.852499999999999 -0.08250000000000002 0.6975 -8.0525
0.24250000000000005 0.16249999999999998 -18.8525 0.20750000000000002 0.2025 -15.747499999999999
0.022499999999999964 -0.3675 -13.5875 -0.2925 0.2725 -12.9125
-0.4325 0.48250000000000004 -12.9125 0.10750000000000004 0.8425 -17.3675
0.04749999999999999 -0.3625 1.1274999999999977 -0.22749999999999998 0.0725 -6.297500000000001
0.14749999999999996 0.47750000000000004 -2.922500000000003 -0.1275 0.3625 -15.2075
-0.09749999999999998 -0.2875 5.5825 -0.21250000000000002 0.8975 -2.517500000000002
0.3375 -0.1275 -16.8275 -0.08750000000000002 0.7225 -7.2425000000000015
-0.4975 -0.1975 -1.0324999999999989 -0.07250000000000001 0.8175 -11.4275
0.40249999999999997 -0.22749999999999998 -9.5375 0.3025 0.8375 -18.9875
-0.2425 0.34750000000000003 -7.2425000000000015 0.24750000000000005 0.9325 0.452499999999997
0.34750000000000003 0.3325 -18.3125 0.14249999999999996 0.7625 -4.0024999999999995
0.12749999999999995 -0.26749999999999996 1.3975000000000009 0.022499999999999964 0.7375 -13.317499999999999
-0.4675 0.38249999999999995 -0.22250000000000014 -0.1775 0.4675 -13.182500000000001
-0.04749999999999999 -0.4425 3.2875000000000014 -0.27749999999999997 0.6225 5.447500000000002
0.27749999999999997 0.20750000000000002 -2.6525 -0.35250000000000004 0.0975 -14.127500000000001
-0.3925 0.3175 2.342500000000001 -0.1975 0.1075 -9.132499999999999
0.0675 0.05249999999999999 -15.2075 0.49250000000000005 0.2075 -11.2925
-0.1975 -0.2425 -6.9725 -0.1825 0.4575 -8.8625
-0.012500000000000011 0.3275 3.827499999999997 -0.4675 0.9575 -6.432500000000001
-0.4525 0.4375 -1.3024999999999984 0.48750000000000004 0.7525 -7.1075
0.4625 -0.0675 -5.487500000000001 0.22250000000000003 0.8675 2.0725000000000016
0.37749999999999995 0.26249999999999996 1.2624999999999993 -0.10249999999999998 0.3075 -9.5375
0.11250000000000004 0.47250000000000003 -7.3774999999999995 0.48250000000000004 0.1525 -16.1525
-0.2525 0.36750000000000005 -0.4924999999999997 -0.1225 0.6275 -1.0324999999999989
-0.1725 -0.4675 -14.127500000000001 -0.3125 0.4875 -3.5975
-0.3725 -0.22249999999999998 -13.182500000000001 0.3125 0.7675 -18.5825
-0.3425 0.14749999999999996 -4.0024999999999995 -0.14750000000000002 0.8575 3.827499999999997
0.11750000000000005 0.4525 3.692499999999999 0.2875 0.6675 0.7225000000000001
-0.4575 -0.35750000000000004 -11.157499999999999 0.10250000000000004 0.2775 6.122500000000002
-0.4125 -0.3925 -11.022499999999999 0.07250000000000001 0.8775 -8.727500000000001
-0.0625 -0.2375 -1.4375 0.01749999999999996 0.2175 -12.5075
-0.21750000000000003 0.2925 -10.7525 -0.14250000000000002 0.9225 -13.8575
0.48250000000000004 0.07250000000000001 -13.8575 -0.3325 0.5575 -14.9375
-0.4925 0.3025 -15.8825 0.007499999999999951 0.6025 -11.022499999999999
-0.4175 -0.4325 -6.162500000000001 -0.1875 0.0225 2.342500000000001
-0.3325 -0.4575 -10.617500000000001 0.03249999999999997 0.5525 4.772500000000001
0.3125 -0.2975 -11.2925 -0.3375 0.0625 -8.3225
0.4225 -0.3425 -19.7975 -0.4975 0.5175 -6.027500000000002
0.39749999999999996 -0.1225 2.2074999999999996 0.47750000000000004 0.1775 -0.4924999999999997
-0.03749999999999998 -0.057499999999999996 -9.132499999999999 -0.16249999999999998 0.1625 -4.272499999999999
-0.11249999999999999 0.2025 -5.352500000000001 -0.4175 0.7575 -18.3125
0.09250000000000003 0.10750000000000004 -8.1875 0.35250000000000004 0.2125 -19.6625
-0.3075 -0.14750000000000002 -11.6975 -0.4275 0.3525 -14.8025
-0.02250000000000002 0.39249999999999996 -18.0425 -0.2425 0.3725 -17.7725
-0.10749999999999998 -0.2025 -15.0725 -0.4125 0.6875 -16.5575
-0.3775 0.23250000000000004 -5.0825 0.1925 0.4125 -5.352500000000001
-0.3275 -0.2525 -3.5975 0.02749999999999997 0.7825 -2.1125000000000007
0.1725 0.1975 -12.3725 -0.3875 0.7875 -14.3975
-0.3225 0.4575 -3.057500000000001 -0.4875 0.3175 -9.9425
