d1 d2 d3 d4 d5
0.781 -0.11729999999999999 -0.17880000000000001 -0.06839999999999999 -0.13319999999999999
0.263 -0.10049999999999999 0.186 -0.1452 -0.09720000000000001
0.273 -0.029099999999999987 -0.11560000000000001 -0.11320000000000001 -0.1852
0.841 0.05130000000000001 0.126 0.09639999999999999 -0.1228
0.177 -0.0873 0.14200000000000002 -0.13240000000000002 0.11160000000000003
0.199 0.0002999999999999947 0.09079999999999999 0.18119999999999997 0.1028
0.617 -0.0417 0.194 0.016400000000000026 -0.05880000000000002
0.277 0.0807 -0.166 0.17000000000000004 -0.15080000000000002
0.929 -0.039900000000000005 0.18919999999999998 0.07320000000000004 -0.004400000000000015
0.185 -0.1305 0.030799999999999994 -0.1164 -0.162
0.983 0.14909999999999998 0.13 -0.021999999999999992 0.03639999999999999
0.581 0.1071 0.10120000000000001 -0.1532 -0.03160000000000002
0.673 0.10529999999999998 -0.0476 -0.0756 0.09799999999999998
0.073 -0.020100000000000007 -0.036400000000000016 -0.08520000000000001 -0.1188
0.337 0.0753 0.138 -0.04119999999999999 -0.0772
0.303 -0.0032999999999999974 0.0484 -0.004400000000000015 0.06840000000000002
0.495 -0.1089 0.17559999999999998 -0.016399999999999998 -0.14040000000000002
0.573 0.14730000000000001 0.06280000000000002 -0.019600000000000006 -0.1468
0.961 0.012900000000000023 0.17000000000000004 -0.1068 -0.017999999999999988
0.001 0.0681 0.010800000000000004 0.03319999999999998 0.16440000000000005
0.985 0.06569999999999998 -0.017199999999999993 -0.10520000000000002 0.13879999999999998
0.023 0.0267 -0.158 0.0988 -0.0484
0.769 0.06269999999999998 -0.07320000000000002 0.0892 0.09399999999999997
0.193 0.08430000000000001 -0.06359999999999999 0.1068 0.0476
0.115 0.0441 -0.09079999999999999 -0.049199999999999994 -0.02360000000000001
0.753 0.0711 -0.1852 0.14200000000000002 0.03559999999999999
0.811 -0.04530000000000001 0.08039999999999997 -0.034 0.004400000000000015
0.167 0.0819 0.009200000000000014 -0.05560000000000001 0.1396
0.883 0.12210000000000001 0.11800000000000005 -0.02840000000000001 -0.1436
0.111 -0.1437 0.1844 -0.0716 0.15000000000000002
0.807 0.07949999999999999 0.18680000000000002 0.1028 0.07400000000000001
0.991 0.12510000000000002 -0.1572 -0.1356 0.05559999999999998
0.477 -0.0597 -0.15080000000000002 -0.0948 -0.10120000000000001
0.805 -0.006900000000000017 0.1276 0.09239999999999998 0.1804
0.003 0.09569999999999998 -0.10360000000000001 0.06440000000000001 -0.07400000000000001
0.287 -0.0465 -0.1228 -0.14200000000000002 0.14600000000000002
0.757 0.11789999999999998 -0.10520000000000002 0.02360000000000001 0.17400000000000004
0.911 -0.06330000000000001 -0.08280000000000001 0.07240000000000002 0.07320000000000004
0.637 -0.1371 0.09239999999999998 -0.1212 0.18519999999999998
0.417 0.10469999999999999 0.00040000000000001146 -0.1396 -0.05160000000000001
0.549 0.03270000000000001 0.0116 0.1396 0.06359999999999999
0.207 0.038099999999999995 -0.1652 0.044399999999999995 0.05720000000000003
0.105 -0.06689999999999999 0.1572 0.06040000000000001 0.02839999999999998
0.321 0.11189999999999997 0.14600000000000002 0.062 0.09239999999999998
0.139 0.0837 0.15560000000000002 0.12519999999999998 0.0012000000000000066
0.099 0.10650000000000001 -0.058000000000000024 -0.13640000000000002 0.1612
0.059 -0.02969999999999999 0.1164 0.07 -0.13080000000000003
0.735 -0.1137 0.054800000000000015 0.032399999999999984 0.16360000000000002
0.453 0.0645 -0.0748 -0.19640000000000002 -0.1492
0.675 0.0675 0.10600000000000004 -0.15560000000000002 0.17240000000000005
0.447 0.08910000000000001 -0.114 -0.05400000000000002 0.02360000000000001
0.361 0.033299999999999996 -0.061200000000000004 -0.114 0.013200000000000017
0.183 -0.10769999999999999 0.04039999999999999 0.12360000000000004 -0.17800000000000002
0.593 0.0789 -0.08440000000000002 0.1508 -0.05560000000000001
0.363 0.012300000000000005 -0.18200000000000002 0.11880000000000002 -0.19720000000000001
0.987 0.046500000000000014 -0.13080000000000003 0.0524 -0.16360000000000002
0.903 -0.1143 0.09399999999999997 -0.0436 -0.0524
0.881 -0.0777 0.04519999999999999 -0.14600000000000002 0.1356
0.117 0.09330000000000002 0.198 0.11560000000000004 0.18919999999999998
0.033 0.042300000000000004 0.03719999999999998 0.11960000000000004 0.09639999999999999
0.435 -0.0993 -0.07239999999999999 -0.1548 -0.07640000000000001
0.201 0.029700000000000004 -0.004400000000000015 0.02999999999999997 -0.022799999999999987
0.845 -0.0537 0.010000000000000009 0.024400000000000033 -0.07320000000000002
0.247 -0.1389 -0.030799999999999994 0.033999999999999975 0.0948
0.945 0.13050000000000003 -0.04999999999999999 -0.07320000000000002 0.0796
0.475 0.02429999999999999 0.19080000000000003 -0.06520000000000001 -0.1252
0.515 0.06029999999999999 -0.18280000000000002 0.0948 -0.11800000000000001
0.469 0.008099999999999996 -0.1068 -0.18680000000000002 0.16760000000000003
0.217 0.06209999999999999 0.14440000000000003 0.03159999999999999 0.1972
0.473 -0.012300000000000005 -0.11480000000000001 -0.0708 0.12519999999999998
0.693 0.0867 -0.13319999999999999 -0.0116 -0.1572
0.997 0.021899999999999975 -0.021999999999999992 0.1356 -0.002799999999999997
0.711 0.030299999999999994 0.004400000000000015 0.1588 0.1652
0.819 0.011099999999999999 0.1316 0.02679999999999999 0.056400000000000006
0.963 -0.024900000000000005 -0.1372 0.05880000000000002 -0.06439999999999999
0.773 -0.0945 0.16840000000000005 0.10039999999999999 0.08999999999999997
0.823 0.024899999999999978 -0.0348 0.009200000000000014 0.11880000000000002
0.231 -0.10949999999999999 -0.00520000000000001 -0.13 0.07240000000000002
0.029 0.1383 -0.0204 0.17320000000000002 -0.1004
0.445 -0.0621 0.1612 -0.0916 0.08199999999999996
0.785 0.06869999999999998 0.07 -0.0892 -0.12440000000000001
0.331 0.00990000000000002 -0.1124 0.19640000000000002 0.13640000000000002
0.569 0.0489 0.025199999999999972 -0.0964 0.003599999999999992
0.479 -0.1449 -0.025999999999999995 0.07080000000000003 0.17559999999999998
0.663 0.0039000000000000146 0.12519999999999998 -0.1844 -0.1708
0.599 0.04830000000000001 0.1532 0.004400000000000015 0.17160000000000003
0.639 0.1419 -0.0252 0.11720000000000003 -0.11080000000000001
0.863 -0.03509999999999999 -0.0716 0.006000000000000005 0.0020000000000000018
0.659 -0.0915 -0.07 -0.0204 -0.034
0.825 -0.015300000000000008 -0.126 0.1492 -0.1516
0.165 0.02789999999999998 -0.1676 0.14040000000000002 0.18280000000000002
0.931 -0.05189999999999999 -0.1884 0.19480000000000003 0.09079999999999999
0.483 0.1041 0.0796 -0.09 0.17880000000000001
0.233 0.05729999999999999 -0.1748 0.15400000000000003 0.07879999999999998
0.249 -0.0795 -0.04039999999999999 -0.1892 0.198
0.319 -0.058499999999999996 0.0988 -0.186 0.049199999999999994
0.275 0.05250000000000002 -0.0012000000000000066 0.1876 0.042800000000000005
0.121 -0.010499999999999982 0.05880000000000002 -0.17880000000000001 0.0852
0.795 0.05070000000000002 0.10520000000000002 -0.036400000000000016 -0.01479999999999998
0.661 0.04350000000000001 0.05159999999999998 0.0932 -0.0716
0.125 -0.10289999999999999 0.12200000000000005 0.12840000000000001 -0.0476
0.771 -0.0861 0.17959999999999998 0.16760000000000003 -0.1316
0.441 0.11550000000000002 -0.12440000000000001 -0.0348 -0.08360000000000001
0.653 -0.1419 0.1804 -0.03320000000000001 0.11320000000000002
0.607 -0.0783 0.12120000000000003 -0.1796 0.13240000000000002
0.427 -0.04949999999999999 0.13479999999999998 0.08999999999999997 -0.126
0.347 -0.14909999999999998 -0.1444 -0.1724 0.10600000000000004
0.405 0.014100000000000001 0.16440000000000005 0.1764 0.0756
0.013 -0.1311 -0.134 -0.05080000000000001 -0.1844
0.307 0.12689999999999999 0.0348 -0.018799999999999983 -0.18680000000000002
0.209 -0.1479 -0.1484 0.16040000000000004 0.032399999999999984
0.949 -0.0237 0.11960000000000004 -0.1292 0.15560000000000002
0.935 0.1449 -0.1516 -0.022799999999999987 0.08760000000000001
0.691 0.028499999999999998 -0.13240000000000002 -0.11080000000000001 -0.04999999999999999
0.049 -0.037500000000000006 -0.15560000000000002 0.0676 -0.19240000000000002
0.467 -0.028499999999999998 -0.0956 -0.029200000000000004 -0.06520000000000001
0.885 0.08610000000000001 -0.0020000000000000018 0.0796 0.15240000000000004
0.401 -0.05249999999999999 -0.16360000000000002 0.15000000000000002 0.10760000000000003
0.093 -0.008099999999999996 -0.01479999999999998 -0.098 -0.007599999999999996
0.051 0.0345 0.1412 -0.19 0.194
0.043 0.10229999999999997 -0.1996 0.014000000000000012 0.0116
0.839 -0.0339 0.0436 -0.1092 0.06920000000000004
0.891 -0.04290000000000001 -0.06839999999999999 -0.1988 0.13
0.901 -0.1329 0.059599999999999986 0.11080000000000001 -0.1092
0.289 -0.1113 0.15640000000000004 0.12120000000000003 0.059599999999999986
0.751 0.11250000000000002 0.1708 -0.0668 -0.054800000000000015
0.993 0.020699999999999996 0.024400000000000033 0.11400000000000005 -0.19080000000000003
0.291 -0.038099999999999995 -0.08200000000000002 0.0068000000000000005 0.1844
0.439 -0.021900000000000003 -0.19640000000000002 0.08360000000000001 -0.02679999999999999
0.733 -0.0315 0.18519999999999998 0.14679999999999999 -0.045999999999999985
0.153 -0.022499999999999992 -0.198 0.015600000000000003 0.1276
0.113 -0.050699999999999995 -0.02679999999999999 -0.18200000000000002 -0.1628
0.083 -0.0561 0.05080000000000001 -0.0956 -0.1932
0.071 0.013500000000000012 0.03319999999999998 0.003599999999999992 -0.198
0.727 -0.0002999999999999947 -0.0932 -0.1444 0.186
0.169 -0.0687 0.012400000000000022 -0.1684 -0.0204
0.611 -0.0831 -0.010000000000000009 0.15960000000000002 0.19319999999999998
0.619 -0.04769999999999999 -0.066 -0.1236 -0.010800000000000004
0.157 0.0615 0.08199999999999996 -0.07 -0.18200000000000002
0.833 -0.0813 -0.05160000000000001 0.1452 -0.11560000000000001
0.317 -0.1467 0.11480000000000001 -0.17 -0.17320000000000002
0.131 0.0771 0.1508 -0.1348 -0.010000000000000009
0.699 0.11489999999999997 0.1628 0.03799999999999998 -0.1812
0.741 0.059699999999999975 -0.0532 0.19319999999999998 0.024400000000000033
0.461 -0.10169999999999998 -0.1044 -0.138 0.0388
0.039 0.0633 0.06120000000000003 -0.007599999999999996 0.07
0.471 0.006900000000000017 -0.021199999999999997 0.1572 -0.16040000000000001
0.591 -0.015899999999999997 -0.09 0.019600000000000006 0.1572
0.869 -0.1299 -0.06439999999999999 0.17719999999999997 0.1412
0.621 0.09989999999999999 0.1492 -0.08040000000000001 0.1124
0.589 -0.09509999999999999 -0.11080000000000001 0.1548 -0.19
0.077 -0.0897 -0.012400000000000022 0.1476 0.03159999999999999
0.517 -0.09209999999999999 -0.03799999999999998 0.19240000000000002 -0.114
0.541 0.11729999999999999 -0.03 -0.08200000000000002 -0.13240000000000002
0.873 -0.004500000000000004 -0.0668 -0.017999999999999988 -0.1804
0.535 -0.1131 -0.12840000000000001 0.054800000000000015 0.19240000000000002
0.037 0.026099999999999984 -0.05080000000000001 0.13 0.19880000000000003
0.777 -0.11249999999999999 0.066 0.042800000000000005 0.019600000000000006
0.213 0.01050000000000001 -0.1724 -0.1676 -0.1236
0.745 -0.1275 -0.09960000000000001 0.08039999999999997 0.126
0.707 -0.0933 -0.03240000000000001 -0.10200000000000001 -0.15560000000000002
0.211 -0.1455 -0.1116 0.1668 0.14200000000000002
0.969 -0.13949999999999999 -0.0116 -0.12440000000000001 0.1492
0.583 -0.07289999999999999 -0.0988 -0.04519999999999999 0.0676
0.919 -0.0411 -0.1276 -0.19160000000000002 -0.134
0.531 0.13349999999999998 0.1916 -0.16360000000000002 0.1532
0.835 -0.1023 -0.1348 0.08839999999999998 -0.061200000000000004
0.123 0.14969999999999997 0.09799999999999998 -0.03560000000000002 -0.1348
0.221 0.05310000000000001 0.10920000000000002 -0.194 -0.08600000000000002
0.893 -0.005700000000000011 -0.1436 -0.06200000000000003 -0.1068
0.921 -0.0681 0.02839999999999998 0.1124 0.0348
0.371 -0.044700000000000004 0.049199999999999994 0.03559999999999999 0.05080000000000001
0.069 -0.030899999999999997 0.1124 0.19080000000000003 -0.0532
0.205 0.0663 -0.1588 -0.06439999999999999 -0.10520000000000002
0.053 0.13409999999999997 0.1548 -0.11800000000000001 -0.0892
0.925 0.025499999999999995 0.1028 0.15240000000000004 0.11000000000000004
0.045 0.09749999999999998 0.03639999999999999 -0.122 -0.09960000000000001
0.503 -0.13649999999999998 -0.1164 0.029199999999999976 0.03719999999999998
0.061 0.05669999999999997 0.13640000000000002 -0.061200000000000004 -0.08839999999999999
0.103 -0.0387 -0.0676 0.04999999999999999 0.11720000000000003
0.801 0.12029999999999999 0.002799999999999997 0.13079999999999997 -0.19640000000000002
0.897 0.11850000000000002 -0.1252 0.13479999999999998 -0.11720000000000001
0.353 -0.1377 0.0852 0.14600000000000002 -0.08200000000000002
0.489 0.03689999999999999 -0.1756 0.07400000000000001 0.0524
0.601 -0.1323 0.07400000000000001 0.134 0.066
0.543 -0.12689999999999999 0.10760000000000003 0.09079999999999999 0.19
0.973 0.10829999999999998 -0.0892 0.059599999999999986 0.09160000000000001
0.703 -0.0393 0.07080000000000003 0.1084 -0.0756
0.147 0.1323 -0.05560000000000001 0.018000000000000016 0.07719999999999999
0.345 -0.0771 0.08679999999999999 0.19880000000000003 -0.1452
0.437 -0.0711 0.19319999999999998 -0.10600000000000001 -0.1836
0.127 0.09689999999999999 -0.10120000000000001 0.186 -0.03720000000000001
0.365 0.07289999999999999 0.15000000000000002 -0.1564 0.178
0.851 0.021299999999999986 0.003599999999999992 -0.08120000000000001 -0.003599999999999992
0.831 0.10889999999999997 0.1516 0.0116 0.12040000000000001
0.855 0.1485 -0.06920000000000001 -0.1476 -0.05400000000000002
0.999 0.06389999999999998 0.09639999999999999 0.0436 0.08039999999999997
0.415 0.09929999999999997 0.0012000000000000066 -0.0924 0.0988
0.419 -0.14129999999999998 -0.006000000000000005 0.10760000000000003 -0.019600000000000006
0.443 -0.024300000000000016 -0.044399999999999995 -0.058000000000000024 0.025999999999999968
0.989 -0.026100000000000012 0.16360000000000002 0.1996 0.1548
0.793 0.054900000000000004 0.06840000000000002 -0.010000000000000009 0.14279999999999998
0.343 0.13169999999999996 -0.16440000000000002 0.1804 0.19080000000000003
0.005 0.0801 0.042800000000000005 0.17160000000000003 0.007599999999999996
0.283 0.02309999999999998 -0.19080000000000003 -0.009200000000000014 -0.0348
0.803 0.0897 -0.1716 0.027599999999999986 0.11400000000000005
0.641 -0.0735 -0.018799999999999983 -0.11480000000000001 0.1068
0.665 0.008700000000000013 -0.1564 0.05080000000000001 -0.1668
0.015 -0.0717 0.11720000000000003 0.04519999999999999 0.16840000000000005
0.697 -0.0543 -0.1292 0.18359999999999999 -0.06920000000000001
0.305 -0.0513 0.11000000000000004 -0.09079999999999999 -0.03320000000000001
0.763 0.01830000000000001 0.07320000000000004 0.12919999999999998 0.02200000000000002
0.373 0.0519 0.10039999999999999 -0.025999999999999995 0.134
0.775 -0.0651 -0.1548 -0.12680000000000002 -0.09
0.017 -0.1071 0.0676 0.08599999999999997 0.07639999999999997
0.389 -0.1179 0.08439999999999998 -0.1484 0.11080000000000001
0.067 0.14669999999999997 -0.015600000000000003 0.11480000000000001 0.1084
0.011 -0.09869999999999998 0.06920000000000004 -0.1932 0.1316
0.677 -0.0441 0.0756 -0.18760000000000002 0.04119999999999999
0.759 -0.035699999999999996 0.04199999999999998 0.11000000000000004 0.11560000000000004
0.625 -0.0369 0.033999999999999975 -0.0524 0.182
0.409 0.12329999999999999 -0.19560000000000002 0.022800000000000015 0.12679999999999997
0.341 0.11910000000000001 0.1396 0.16360000000000002 0.1452
0.521 0.1389 0.02040000000000003 -0.03720000000000001 -0.0436
0.767 -0.0567 0.00520000000000001 -0.012400000000000022 0.08599999999999997
0.425 -0.1461 0.016400000000000026 -0.04199999999999998 0.11960000000000004
0.223 0.004500000000000004 0.06440000000000001 0.010000000000000009 -0.10600000000000001
0.923 -0.1167 -0.14120000000000002 0.1516 -0.15960000000000002
0.387 0.002700000000000008 0.07639999999999997 -0.1076 0.04199999999999998
0.875 -0.1041 -0.17800000000000002 0.05559999999999998 0.039599999999999996
0.323 -0.012899999999999995 -0.045999999999999985 -0.013999999999999985 -0.1996
0.995 0.009300000000000003 0.08760000000000001 -0.0476 -0.08040000000000001
0.749 -0.01949999999999999 -0.0436 0.13640000000000002 0.044399999999999995
0.075 -0.01469999999999999 0.07480000000000003 -0.09960000000000001 -0.0924
0.595 0.0315 0.1972 0.06920000000000004 -0.02840000000000001
0.335 -0.005099999999999993 -0.15000000000000002 0.049199999999999994 -0.11480000000000001
0.507 -0.0909 -0.1316 0.1956 0.02999999999999997
0.717 0.09090000000000001 -0.14040000000000002 -0.11 0.15960000000000002
0.545 0.14609999999999998 0.0932 0.09960000000000002 0.025199999999999972
0.615 0.09809999999999999 0.02200000000000002 0.02839999999999998 0.0068000000000000005
0.297 0.09210000000000002 0.0388 0.0852 0.11800000000000005
0.057 0.0032999999999999974 0.19640000000000002 -0.15960000000000002 -0.0020000000000000018
0.423 -0.06929999999999999 -0.013999999999999985 -0.10360000000000001 0.18119999999999997
0.455 0.1287 0.0892 0.11320000000000002 -0.1212
0.315 -0.040499999999999994 0.14040000000000002 0.03719999999999998 0.0932
0.575 0.058499999999999996 0.014800000000000008 0.0484 0.12440000000000001
0.191 0.0927 -0.03320000000000001 0.1532 0.1708
0.463 -0.1383 0.1436 -0.1004 0.01720000000000002
0.269 0.14309999999999998 -0.1668 -0.006000000000000005 0.03799999999999998
0.155 -0.1011 -0.1004 -0.12840000000000001 -0.1476
0.509 0.06509999999999999 0.044399999999999995 0.19 -0.056400000000000006
0.377 -0.1485 0.019600000000000006 -0.1228 0.1996
0.943 -0.1053 0.03159999999999999 -0.0628 -0.1676
0.457 -0.0627 -0.0964 0.13240000000000002 -0.049199999999999994
0.651 -0.10469999999999999 -0.008400000000000019 0.07639999999999997 -0.1028
0.055 -0.1215 -0.1524 0.07719999999999999 -0.14600000000000002
0.971 -0.04709999999999999 -0.07800000000000001 -0.0796 0.13319999999999999
0.609 0.10169999999999998 0.029199999999999976 0.1652 0.12120000000000003
0.465 -0.1425 0.12679999999999997 0.030799999999999994 0.08679999999999999
0.867 -0.08249999999999999 0.08839999999999998 0.1972 -0.194
0.079 0.13469999999999996 -0.056400000000000006 0.05159999999999998 -0.17720000000000002
0.563 0.0411 -0.1804 -0.008400000000000019 -0.044399999999999995
0.285 -0.048899999999999985 0.025999999999999968 0.09560000000000002 -0.016399999999999998
0.789 -0.030299999999999994 -0.162 -0.05880000000000002 0.008400000000000019
0.957 0.08249999999999999 -0.08040000000000001 -0.08680000000000002 -0.17400000000000002
0.747 0.049500000000000016 0.1876 -0.1436 0.062
0.681 0.1197 -0.017999999999999988 -0.1852 0.10360000000000003
0.481 -0.013499999999999984 0.04680000000000001 -0.162 0.16920000000000002
0.431 -0.0020999999999999908 0.05399999999999999 0.08760000000000001 0.14440000000000003
0.255 -0.03269999999999999 0.18359999999999999 -0.059600000000000014 -0.11
0.101 0.11069999999999999 0.02999999999999997 0.0716 -0.00520000000000001
0.019 -0.05009999999999999 -0.1428 -0.07400000000000001 -0.00040000000000001146
0.271 0.12450000000000003 -0.1764 0.138 -0.0012000000000000066
0.411 0.045899999999999996 -0.049199999999999994 0.10200000000000004 -0.006000000000000005
0.979 0.1413 0.182 -0.039599999999999996 0.18680000000000002
0.235 0.07350000000000001 0.08279999999999998 -0.0876 0.05880000000000002
0.433 -0.1119 0.062 -0.0748 -0.1276
0.671 -0.1473 -0.10600000000000001 -0.13319999999999999 -0.1164
0.701 0.07830000000000001 -0.17320000000000002 -0.1388 -0.1356
0.327 -0.09029999999999999 -0.08680000000000002 0.11800000000000005 0.05399999999999999
0.657 0.08730000000000002 -0.17400000000000002 0.16200000000000003 0.1748
0.267 0.07649999999999998 0.1668 0.17400000000000004 -0.14120000000000002
0.713 0.12810000000000002 -0.06040000000000001 0.12440000000000001 0.14679999999999999
0.817 0.0063 -0.0796 -0.16440000000000002 0.018000000000000016
0.333 -0.06629999999999998 -0.0756 0.10360000000000003 -0.1652
0.279 -0.04590000000000001 0.10360000000000003 -0.1764 -0.1116
0.241 -0.0975 -0.03560000000000002 0.10520000000000002 0.1668
0.571 -0.0639 -0.024400000000000005 -0.07640000000000001 -0.08280000000000001
0.089 -0.1347 -0.03720000000000001 -0.024400000000000005 -0.1076
0.709 -0.1227 0.022800000000000015 0.17240000000000005 -0.1548
0.189 -0.1059 0.09720000000000001 0.002799999999999997 0.10439999999999999
0.007 0.03989999999999999 -0.14200000000000002 0.18280000000000002 0.02679999999999999
0.349 -0.009899999999999992 -0.1076 0.053200000000000025 0.014000000000000012
0.553 0.016500000000000015 0.0068000000000000005 -0.002799999999999997 -0.1748
0.577 -0.008700000000000013 0.07799999999999996 0.014800000000000008 0.06520000000000004
0.567 0.1011 0.19880000000000003 0.0348 -0.08680000000000002
0.135 -0.011099999999999999 -0.059600000000000014 0.18919999999999998 -0.025999999999999995
0.643 0.0885 0.0812 -0.198 0.06680000000000003
0.843 0.0741 -0.029200000000000004 -0.134 -0.0948
0.109 -0.011699999999999988 -0.0916 -0.17320000000000002 0.0716
0.685 0.1329 -0.022799999999999987 0.198 -0.027600000000000013
0.313 -0.1497 -0.16920000000000002 -0.0532 0.08439999999999998
0.791 0.10950000000000001 -0.11720000000000001 -0.07880000000000001 0.014800000000000008
0.087 -0.0867 0.1996 0.010800000000000004 -0.0628
0.559 0.10289999999999996 -0.0708 0.10439999999999999 0.057999999999999996
0.197 0.06689999999999999 -0.12680000000000002 -0.1524 -0.021999999999999992
0.179 0.1359 0.07719999999999999 0.08439999999999998 -0.11320000000000001
0.729 -0.053099999999999994 0.08360000000000001 -0.1188 -0.1988
0.095 0.03209999999999999 0.02360000000000001 0.182 -0.07880000000000001
0.257 -0.0741 -0.1796 -0.14040000000000002 -0.03240000000000001
0.947 -0.0345 0.13240000000000002 0.1316 -0.122
